15;11:01:37.244242;11:01:38.564455;1.320213
15;11:02:06.629976;11:02:07.972399;1.342423
15;11:02:37.155777;11:02:38.424556;1.268779
15;11:03:06.439127;11:03:07.768380;1.329253
15;11:03:36.713523;11:03:38.016412;1.302889
15;11:04:06.989702;11:04:08.268461;1.278759
15;11:07:31.461000;11:07:32.776350;1.315350
15;11:07:59.401465;11:08:00.616406;1.214941
15;11:08:28.556121;11:08:29.836354;1.280233
15;11:11:54.719504;11:11:56.032465;1.312961
15;11:12:24.205794;11:12:25.480391;1.274597
15;11:12:54.508458;11:12:55.776393;1.267935
15;11:13:22.572391;11:13:23.828397;1.256006
15;11:13:52.891480;11:13:54.144401;1.252921
15;11:14:22.384846;11:14:23.648426;1.263580
15;11:15:50.934612;11:15:52.180404;1.245792
15;11:16:21.541416;11:16:22.872381;1.330965
15;11:16:51.141442;11:16:52.380388;1.238946
15;11:17:19.904504;11:17:21.268383;1.363879
20;11:17:56.208828;11:17:57.816381;1.607553
20;11:20:33.850056;11:20:35.380398;1.530342
20;11:22:09.451656;11:22:11.024505;1.572849
20;11:22:44.638375;11:22:46.140358;1.501983
20;11:23:21.085777;11:23:22.524405;1.438628
20;11:23:58.128481;11:23:59.876379;1.747898
20;11:24:31.662301;11:24:33.176403;1.514102
20;11:25:06.754308;11:25:08.276402;1.522094
20;11:25:41.194629;11:25:42.636385;1.441756
20;11:26:15.055746;11:26:16.532372;1.476626
20;11:28:54.103976;11:28:55.600398;1.496422
20;11:29:29.295985;11:29:30.800397;1.504412
20;11:30:03.366006;11:30:04.936394;1.570388
20;11:30:36.764603;11:30:38.276375;1.511772
20;11:31:10.618371;11:31:12.148364;1.529993
20;11:32:49.256751;11:32:50.908415;1.651664
20;11:33:23.842420;11:33:25.416404;1.573984
20;11:33:58.538803;11:34:00.276478;1.737675
20;11:34:33.641311;11:34:35.164402;1.523091
20;11:35:08.217269;11:35:09.796407;1.579138
25;11:35:48.530571;11:35:50.424364;1.893793
25;11:36:28.719822;11:36:30.504387;1.784565
25;11:37:07.603178;11:37:09.504415;1.901237
25;11:41:04.712849;11:41:06.536379;1.823530
25;11:41:44.874035;11:41:46.672404;1.798369
25;11:44:43.206485;11:44:44.992488;1.786003
25;11:45:24.835030;11:45:26.668385;1.833355
25;11:46:05.771784;11:46:07.604433;1.832649
25;11:46:48.521901;11:46:50.448406;1.926505
25;11:48:37.848131;11:48:39.924435;2.076304
25;11:49:19.845409;11:49:21.644382;1.798973
25;11:51:05.502876;11:51:07.388432;1.885556
25;11:53:59.321947;11:54:01.188494;1.866547
25;11:54:41.537187;11:54:43.460381;1.923194
25;11:55:20.259862;11:55:22.108459;1.848597
25;11:57:09.496940;11:57:11.360397;1.863457
25;12:01:09.783082;12:01:11.696370;1.913288
25;12:01:49.730937;12:01:51.616364;1.885427
25;12:02:31.127860;12:02:33.012412;1.884552
25;12:03:11.488085;12:03:13.264373;1.776288
30;12:04:01.765467;12:04:04.452390;2.686923
30;12:04:47.685295;12:04:50.428421;2.743126
30;12:05:33.937310;12:05:36.668411;2.731101
30;12:08:39.376079;12:08:42.016396;2.640317
30;12:11:40.941415;12:11:43.696423;2.755008
30;12:12:26.676294;12:12:29.328440;2.652146
30;12:14:21.353420;12:14:24.076399;2.722979
30;12:15:07.804506;12:15:10.492413;2.687907
30;12:15:53.748860;12:15:56.432393;2.683533
30;12:16:39.405869;12:16:42.000385;2.594516
30;12:17:24.693675;12:17:27.368403;2.674728
30;12:19:27.910846;12:19:30.560404;2.649558
30;12:22:41.830702;12:22:44.524384;2.693682
30;12:29:17.994769;12:29:21.072486;3.077717
30;12:32:24.369753;12:32:27.048389;2.678636
30;12:35:24.068970;12:35:26.836420;2.767450
30;12:37:20.043170;12:37:22.824440;2.781270
30;12:40:23.659209;12:40:26.432365;2.773156
30;12:41:09.934540;12:41:12.652391;2.717851
30;12:46:38.431415;12:46:41.276414;2.844999
35;12:48:46.198484;12:48:49.372448;3.173964
35;12:50:48.063376;12:50:51.156385;3.093009
35;12:56:35.957596;12:56:39.272396;3.314800
35;12:59:51.507951;12:59:54.624399;3.116448
35;13:00:41.005985;13:00:44.040390;3.034405
35;13:01:35.744751;13:01:39.140421;3.395670
35;13:02:26.607462;13:02:29.760395;3.152933
35;13:05:47.334135;13:05:50.576427;3.242292
35;13:06:38.548671;13:06:41.940404;3.391733
35;13:08:41.420186;13:08:44.492343;3.072157
35;13:09:32.762342;13:09:35.968484;3.206142
35;13:10:21.917311;13:10:25.028389;3.111078
35;13:12:26.189203;13:12:29.408388;3.219185
35;13:14:27.821667;13:14:30.992444;3.170777
35;13:21:21.228717;13:21:24.380391;3.151674
35;13:24:40.779882;13:24:43.824438;3.044556
35;13:29:08.977635;13:29:12.088441;3.110806
35;13:29:59.580843;13:30:02.788409;3.207566
35;13:30:51.006668;13:30:54.004415;2.997747
35;13:31:40.776398;13:31:43.828425;3.052027
40;13:32:37.576803;13:32:41.552418;3.975615
40;13:36:10.724068;13:36:14.388382;3.664314
40;13:39:43.357257;13:39:46.896406;3.539149
40;13:40:39.909315;13:40:43.404436;3.495121
40;13:46:44.302135;13:46:47.988394;3.686259
40;13:50:17.787094;13:50:21.660394;3.873300
40;13:52:32.536591;13:52:36.140443;3.603852
40;13:54:44.979036;13:54:48.472376;3.493340
40;13:58:16.704434;13:58:20.568383;3.863949
40;13:59:16.723480;13:59:20.568388;3.844908
40;14:00:12.817525;14:00:16.448416;3.630891
40;14:01:08.931016;14:01:12.480385;3.549369
40;14:02:03.671462;14:02:07.296400;3.624938
40;14:04:20.804075;14:04:24.560376;3.756301
40;14:07:51.745078;14:07:55.404456;3.659378
40;14:08:48.663808;14:08:52.232413;3.568605
40;14:09:47.872574;14:09:51.440395;3.567821
40;14:12:02.273893;14:12:05.820370;3.546477
40;14:13:00.383910;14:13:03.872382;3.488472
40;14:15:13.021748;14:15:16.608406;3.586658
45;14:17:41.642421;14:17:45.840444;4.198023
45;14:21:28.304747;14:21:32.368397;4.063650
45;14:23:49.707176;14:23:53.792420;4.085244
45;14:24:55.366718;14:24:59.752361;4.385643
45;14:30:12.501110;14:30:16.596380;4.095270
45;14:35:20.994020;14:35:25.292418;4.298398
45;14:39:07.052279;14:39:11.368427;4.316148
45;14:40:06.831682;14:40:11.068373;4.236691
45;14:43:50.384050;14:43:54.672432;4.288382
45;14:44:50.958753;14:44:55.212391;4.253638
45;14:45:54.146365;14:45:58.453315;4.306950
45;14:48:20.425448;14:48:24.728476;4.303028
45;14:49:23.739558;14:49:27.844400;4.104842
45;14:51:45.715491;14:51:49.876422;4.160931
45;14:55:33.130550;14:55:37.120364;3.989814
45;14:59:15.528517;14:59:20.144344;4.615827
45;15:03:17.663304;15:03:22.188395;4.525091
45;15:09:50.067854;15:09:54.192407;4.124553
45;15:10:51.442367;15:10:55.532410;4.090043
45;15:11:56.318345;15:12:00.684393;4.366048
50;15:19:02.103106;15:19:07.120396;5.017290
50;15:23:23.560667;15:23:28.436382;4.875715
50;15:24:47.579498;15:24:52.376432;4.796934
50;15:26:08.741188;15:26:13.568404;4.827216
50;15:27:31.798987;15:27:36.660400;4.861413
50;15:30:20.156928;15:30:24.888374;4.731446
50;15:40:31.186999;15:40:36.012419;4.825420
50;15:46:20.439971;15:46:25.140418;4.700447
50;16:00:50.307690;16:00:55.168366;4.860676
50;16:05:03.599339;16:05:08.320421;4.721082
50;16:06:29.757081;16:06:34.508431;4.751350
50;16:22:34.507598;16:22:39.420430;4.912832
50;16:34:06.820528;16:34:11.852436;5.031908
50;17:06:24.252065;17:06:29.164430;4.912365
50;17:12:10.540141;17:12:15.472447;4.932306
50;17:31:13.431952;17:31:18.420829;4.988877
50;17:41:24.965427;17:41:29.816425;4.850998
50;17:53:05.303768;17:53:10.196432;4.892664
50;17:54:33.185652;17:54:37.948466;4.762814
50;17:57:26.348850;17:57:31.084445;4.735595
55;18:02:12.462291;18:02:18.276398;5.814107
55;18:09:54.377556;18:10:00.520386;6.142830
55;19:03:56.297963;19:04:02.692404;6.394441
55;19:20:59.888392;19:21:05.696373;5.807981
55;19:48:55.181523;19:49:01.456478;6.274955
55;20:21:51.096491;20:21:56.924425;5.827934
55;20:34:11.475452;20:34:17.512393;6.036941
55;20:38:54.178723;20:39:00.852426;6.673703
55;21:12:41.756151;21:12:47.644386;5.888235
55;21:18:56.954121;21:19:03.160371;6.206250
55;21:25:02.146553;21:25:08.152390;6.005837
55;22:14:13.213693;22:14:18.916407;5.702714
55;22:17:16.299584;22:17:22.520421;6.220837
55;22:37:35.004251;22:37:41.468425;6.464174
55;22:43:41.616712;22:43:47.996403;6.379691
55;23:28:41.748626;23:28:47.688382;5.939756
55;23:42:34.324745;23:42:40.417137;6.092392
55;23:47:16.469216;23:47:22.616426;6.147210
55;00:28:58.982745;00:29:04.824388;5.841643
55;00:52:14.691251;00:52:20.824427;6.133176
60;01:35:11.704579;01:35:18.100428;6.395849
60;01:46:36.896409;01:46:43.713490;6.817081
60;02:41:53.796323;02:42:00.988412;7.192089
60;02:59:57.653117;03:00:04.728400;7.075283
60;03:49:15.573095;03:49:22.508412;6.935317
60;04:46:34.228005;04:46:41.424406;7.196401
60;05:26:02.507336;05:26:09.036477;6.529141
60;05:55:34.404866;05:55:41.172362;6.767496
60;06:00:21.508205;06:00:28.172421;6.664216
60;06:10:14.801418;06:10:21.964393;7.162975
60;08:57:03.239212;08:57:10.344436;7.105224
60;09:01:55.552206;09:02:02.564401;7.012195
60;09:05:13.247992;09:05:20.400397;7.152405
60;09:06:54.291103;09:07:01.224375;6.933272
60;09:10:06.837997;09:10:13.584426;6.746429
60;09:16:31.799019;09:16:38.552981;6.753962
60;09:33:16.753981;09:33:23.616577;6.862596
60;09:34:58.838153;09:35:05.520398;6.682245
60;09:38:17.312167;09:38:24.432355;7.120188
60;09:55:06.018374;09:55:13.192362;7.173988
65;09:56:53.619591;09:57:01.464522;7.844931
65;10:12:35.749568;10:12:44.052410;8.302842
65;10:17:48.038881;10:17:55.588385;7.549504
65;10:19:33.177624;10:19:41.064396;7.886772
65;10:21:21.003488;10:21:28.360444;7.356956
65;10:28:14.373076;10:28:22.320394;7.947318
65;10:31:45.913728;10:31:53.556419;7.642691
65;10:45:46.466598;10:45:54.560725;8.094127
65;11:13:30.585028;11:13:37.704387;7.119359
65;11:22:10.728119;11:22:18.280415;7.552296
65;11:36:05.446978;11:36:13.168405;7.721427
65;11:53:29.958601;11:53:37.968420;8.009819
65;11:58:48.334359;11:58:55.628405;7.294046
65;12:07:40.834705;12:07:48.568394;7.733689
65;12:22:01.141814;12:22:09.112401;7.970587
65;12:23:47.975845;12:23:56.100375;8.124530
65;12:25:35.625271;12:25:44.088436;8.463165
65;13:06:10.691554;13:06:18.472455;7.780901
65;13:16:29.730713;13:16:37.504398;7.773685
65;13:51:21.794063;13:51:29.368381;7.574318
70;18:43:00.243667;18:43:10.236383;9.992716
70;19:20:59.853651;19:21:09.812421;9.958770
70;19:48:56.131513;19:49:05.256571;9.125058
70;20:07:44.405594;20:07:54.188406;9.782812
70;20:42:52.497526;20:43:01.364443;8.866917
70;20:54:33.093384;20:54:41.820387;8.727003
70;21:01:19.119983;21:01:27.860375;8.740392
70;21:52:56.373165;21:53:05.172404;8.799239
70;21:57:17.429341;21:57:26.080510;8.651169
70;22:34:31.454322;22:34:40.964380;9.510058
70;22:41:26.010179;22:41:34.948452;8.938273
70;22:43:31.845592;22:43:42.412421;10.566829
70;22:47:48.172159;22:47:56.852381;8.680222
70;22:49:50.038850;22:49:58.880446;8.841596
70;23:01:11.135743;23:01:20.084414;8.948671
70;23:07:54.246806;23:08:03.148423;8.901617
70;23:10:07.609992;23:10:16.432416;8.822424
70;23:28:31.283059;23:28:40.872444;9.589385
70;23:39:37.224615;23:39:46.880426;9.655811
70;23:41:45.365474;23:41:53.996405;8.630931
75;00:25:05.693493;00:25:16.302325;10.608832
75;00:46:25.797280;00:46:37.360407;11.563127
75;00:53:25.654793;00:53:35.712409;10.057616
75;00:55:33.609318;00:55:43.400404;9.791086
75;01:14:51.537823;01:15:01.473100;9.935277
75;01:31:35.047723;01:31:46.200416;11.152693
75;01:45:52.605164;01:46:02.656434;10.051270
75;01:55:24.226907;01:55:35.032467;10.805560
75;02:00:03.776700;02:00:13.548371;9.771671
75;02:12:04.175243;02:12:13.816409;9.641166
75;02:16:34.832729;02:16:44.660400;9.827671
75;02:30:56.484018;02:31:06.324418;9.840400
75;02:37:58.888879;02:38:08.760406;9.871527
75;02:52:01.409170;02:52:11.540387;10.131217
75;03:08:55.207336;03:09:05.104431;9.897095
75;03:15:53.899174;03:16:03.688412;9.789238
75;03:18:00.620372;03:18:10.188401;9.568029
75;03:51:49.140789;03:51:59.108375;9.967586
75;04:13:25.155864;04:13:35.480398;10.324534
75;04:17:56.733160;04:18:06.320395;9.587235
80;04:20:14.316422;04:20:25.956949;11.640527
80;04:27:39.317687;04:27:50.948422;11.630735
80;04:37:13.506647;04:37:25.944427;12.437780
80;04:41:56.563992;04:42:07.980480;11.416488
80;04:44:16.245877;04:44:27.480436;11.234559
80;05:01:30.607396;05:01:41.912412;11.305016
80;05:21:35.030581;05:21:46.064430;11.033849
80;05:33:56.578704;05:34:08.108433;11.529729
80;05:36:18.274041;05:36:29.628462;11.354421
80;05:48:41.706686;05:48:52.572414;10.865728
80;06:08:32.634892;06:08:44.032442;11.397550
80;06:33:15.896766;06:33:27.788401;11.891635
80;06:37:57.268321;06:38:08.600458;11.332137
80;06:57:52.422721;06:58:04.572439;12.149718
80;07:07:41.692789;07:07:52.848401;11.155612
80;07:22:32.345015;07:22:43.836415;11.491400
80;07:24:49.441866;07:25:00.852397;11.410531
80;07:54:28.096604;07:54:40.264435;12.167831
80;07:59:22.724019;07:59:34.392422;11.668403
80;08:01:38.910889;08:01:50.072398;11.161509
