10.0;0;22:33:52.494122;22:33:53.243182;.749060
10.0;1;22:33:55.847391;22:33:56.691165;.843774
10.0;2;22:34:01.478487;22:34:02.275196;.796709
10.0;3;22:34:02.399276;22:34:03.247184;.847908
10.0;4;22:34:13.652865;22:34:14.523175;.870310
10.0;5;22:34:24.357699;22:34:25.303190;.945491
10.0;6;22:34:42.249150;22:34:43.103127;.853977
10.0;7;22:34:46.240013;22:34:47.143229;.903216
10.0;8;22:35:35.063740;22:35:35.975116;.911376
10.0;9;22:35:36.548376;22:35:37.467140;.918764
10.0;10;22:35:41.583191;22:35:42.447113;.863922
10.0;11;22:35:58.481219;22:35:59.347196;.865977
10.0;12;22:36:15.991230;22:37:08.579442;52.588212
10.0;13;22:36:57.973643;22:36:58.847119;.873476
10.0;14;22:37:21.609601;22:37:22.583149;.973548
10.0;15;22:37:32.567029;22:37:33.535179;.968150
10.0;16;22:37:48.454989;22:37:49.427128;.972139
10.0;17;22:37:53.021675;22:37:53.999115;.977440
10.0;18;22:37:59.988918;22:38:00.983213;.994295
10.0;19;22:38:05.657578;22:38:06.695196;1.037618
10.0;20;22:38:06.095999;22:38:07.135118;1.039119
10.0;21;22:38:25.394512;22:38:26.379081;.984569
10.0;22;22:38:33.943827;22:38:34.991190;1.047363
10.0;23;22:38:40.684181;22:38:41.783176;1.098995
10.0;24;22:38:50.750217;22:38:51.803142;1.052925
10.0;25;22:38:55.507385;22:38:56.563181;1.055796
10.0;26;22:39:24.949301;22:39:26.099156;1.149855
10.0;27;22:39:56.988050;22:39:58.091152;1.103102
10.0;28;22:40:13.452261;22:40:14.507211;1.054950
10.0;29;22:40:35.912514;22:40:37.031116;1.118602
10.0;30;22:40:44.168119;22:40:45.299184;1.131065
10.0;31;22:41:08.354878;22:41:09.423203;1.068325
10.0;32;22:41:37.927133;22:41:38.959232;1.032099
10.0;33;22:41:50.583254;22:41:51.659171;1.075917
10.0;34;22:41:54.164431;22:41:55.355214;1.190783
10.0;35;22:42:21.112142;22:42:22.239159;1.127017
10.0;36;22:42:23.710114;22:42:24.995185;1.285071
10.0;37;22:42:33.145770;22:42:34.267135;1.121365
10.0;38;22:42:53.485981;22:42:54.611188;1.125207
10.0;39;22:43:04.942501;22:43:06.151192;1.208691
10.0;40;22:43:07.666233;22:43:08.739142;1.072909
10.0;41;22:43:39.029725;22:43:40.159152;1.129427
10.0;42;22:43:52.790013;22:43:53.931102;1.141089
10.0;43;22:44:19.217921;22:44:20.311154;1.093233
10.0;44;22:44:28.721476;22:44:29.811182;1.089706
10.0;45;22:44:31.474463;22:44:32.595156;1.120693
10.0;46;22:44:48.047469;22:44:49.151160;1.103691
10.0;47;22:45:21.569903;22:45:22.723190;1.153287
10.0;48;22:45:44.904044;22:46:37.394811;52.490767
10.0;49;22:45:56.705725;22:45:57.859193;1.153468
10.0;50;22:46:23.360932;22:46:24.491543;1.130611
10.0;51;22:46:40.923072;22:46:42.035108;1.112036
10.0;52;22:46:43.974494;22:46:45.311114;1.336620
10.0;53;22:46:57.013034;22:46:58.071153;1.058119
10.0;54;22:47:00.201680;22:47:01.339186;1.137506
10.0;55;22:47:09.602357;22:47:10.783101;1.180744
10.0;56;22:47:22.784302;22:47:23.963181;1.178879
10.0;57;22:47:27.137614;22:47:28.263164;1.125550
10.0;58;22:47:36.423834;22:47:37.567196;1.143362
10.0;59;22:47:41.682606;22:47:42.807157;1.124551
10.0;60;22:47:43.167750;22:47:44.399777;1.232027
10.0;61;22:47:43.863343;22:47:45.071107;1.207764
10.0;62;22:47:44.083700;22:47:45.287124;1.203424
10.0;63;22:47:44.747266;22:47:45.959136;1.211870
10.0;64;22:48:22.683854;22:48:23.815126;1.131272
10.0;65;22:48:32.622509;22:48:33.863078;1.240569
10.0;66;22:48:36.879517;22:48:38.083151;1.203634
10.0;67;22:48:37.035843;22:48:38.195167;1.159324
10.0;68;22:48:38.034526;22:48:39.235225;1.200699
10.0;69;22:48:53.057852;22:48:54.255165;1.197313
10.0;70;22:48:59.064885;22:49:00.227176;1.162291
10.0;71;22:49:13.220588;22:49:14.435205;1.214617
10.0;72;22:49:20.607916;22:49:21.815139;1.207223
10.0;73;22:49:24.601558;22:49:25.759192;1.157634
10.0;74;22:49:48.249276;22:49:49.459221;1.209945
10.0;75;22:49:52.913717;22:49:54.091139;1.177422
10.0;76;22:49:56.039721;22:49:57.271124;1.231403
10.0;77;22:50:03.532724;22:50:04.675132;1.142408
10.0;78;22:50:04.656481;22:50:05.943130;1.286649
10.0;79;22:50:08.752828;22:50:09.979121;1.226293
10.0;0;22:51:37.529782;22:51:38.167148;.637366
10.0;1;22:51:38.443305;22:51:39.287075;.843770
10.0;2;22:51:49.668260;22:51:50.567175;.898915
10.0;3;22:51:53.761707;22:51:54.563121;.801414
10.0;4;22:52:14.340048;22:52:15.087110;.747062
10.0;5;22:52:22.545512;22:52:23.395177;.849665
10.0;6;22:52:27.011968;22:52:27.863225;.851257
10.0;7;22:52:40.456558;22:52:41.427098;.970540
10.0;8;22:52:40.504617;22:52:41.411138;.906521
10.0;9;22:53:06.248334;22:53:07.111092;.862758
10.0;10;22:53:15.290648;22:53:16.103105;.812457
10.0;11;22:53:16.033770;22:53:16.951123;.917353
10.0;12;22:53:28.033901;22:53:28.947071;.913170
10.0;13;22:53:31.782282;22:53:32.699211;.916929
10.0;14;22:53:32.108976;22:53:32.979192;.870216
10.0;15;22:53:41.945991;22:53:42.875070;.929079
10.0;16;22:53:47.846447;22:53:48.823100;.976653
10.0;17;22:53:54.132661;22:53:55.067144;.934483
10.0;18;22:53:54.332121;22:53:55.323179;.991058
10.0;19;22:54:08.057710;22:54:09.087139;1.029429
10.0;20;22:54:17.140526;22:54:18.131094;.990568
10.0;21;22:54:49.212168;22:54:50.195251;.983083
10.0;22;22:54:49.645571;22:54:50.683166;1.037595
10.0;23;22:54:56.617828;22:54:57.719150;1.101322
10.0;24;22:55:08.420898;22:55:09.515215;1.094317
10.0;25;22:55:11.998572;22:55:13.091118;1.092546
10.0;26;22:55:31.855177;22:55:32.903102;1.047925
10.0;27;22:55:52.524238;22:55:53.619095;1.094857
10.0;28;22:56:03.129050;22:56:04.187175;1.058125
10.0;29;22:56:16.320868;22:57:09.069951;52.749083
10.0;30;22:56:31.256025;22:56:32.315153;1.059128
10.0;31;22:56:38.600473;22:56:39.715192;1.114719
10.0;32;22:57:06.608521;22:57:07.727181;1.118660
10.0;33;22:57:17.533758;22:57:18.607114;1.073356
10.0;34;22:57:21.340356;22:57:22.411151;1.070795
10.0;35;22:57:29.485644;22:57:30.603095;1.117451
10.0;36;22:57:41.879991;22:57:42.999280;1.119289
10.0;37;22:57:56.016878;22:57:57.143178;1.126300
10.0;38;22:58:16.541761;22:58:17.619159;1.077398
10.0;39;22:58:17.429992;22:58:18.563106;1.133114
10.0;40;22:58:26.214207;22:58:27.295104;1.080897
