5;17:41:38.505271;17:41:39.690760;1.185489
5;17:41:57.926532;17:41:59.018662;1.092130
5;17:42:15.011990;17:42:16.174684;1.162694
5;17:42:32.392377;17:42:33.610676;1.218299
5;17:42:51.783043;17:42:52.910659;1.127616
5;17:43:09.225307;17:43:10.450724;1.225417
5;17:43:28.738319;17:43:29.898704;1.160385
5;17:43:46.991717;17:43:48.110720;1.119003
5;17:44:05.081871;17:44:06.310735;1.228864
5;17:44:24.686323;17:44:25.910697;1.224374
5;17:44:43.106344;17:44:44.226686;1.120342
5;17:45:01.550647;17:45:02.670731;1.120084
5;17:45:20.715857;17:45:21.830725;1.114868
5;17:45:38.987978;17:45:40.202679;1.214701
5;17:45:58.723121;17:45:59.894712;1.171591
5;17:46:16.827320;17:46:17.954646;1.127326
5;17:46:35.129726;17:46:36.354696;1.224970
5;17:46:54.553979;17:46:55.686684;1.132705
5;17:47:13.759175;17:47:14.926728;1.167553
5;17:47:31.469780;17:47:32.586688;1.116908
10;17:47:58.132840;17:47:59.314678;1.181838
10;17:48:22.788091;17:48:24.002689;1.214598
10;17:48:44.811982;17:48:46.058663;1.246681
10;17:49:10.500712;17:49:11.686655;1.185943
10;17:49:34.293676;17:49:35.530699;1.237023
10;17:49:57.654255;17:49:58.946730;1.292475
10;17:50:20.501974;17:50:21.786700;1.284726
10;17:51:27.502946;17:51:28.746756;1.243810
10;17:51:49.068608;17:51:50.362693;1.294085
10;17:52:12.722458;17:52:13.914729;1.192271
10;17:52:37.056775;17:52:38.306702;1.249927
10;17:52:58.971614;17:53:00.202777;1.231163
10;17:53:21.231769;17:53:22.406690;1.174921
10;17:53:44.123827;17:53:45.318697;1.194870
10;17:54:06.907269;17:54:08.150699;1.243430
10;17:54:29.559285;17:54:30.754682;1.195397
10;17:54:53.281667;17:54:54.566713;1.285046
10;17:55:15.029184;17:55:16.278703;1.249519
10;17:55:36.883034;17:55:38.126695;1.243661
10;17:56:45.477490;17:56:46.658709;1.181219
15;17:57:13.469938;17:57:14.790691;1.320753
15;17:57:41.125434;17:57:42.446683;1.321249
15;17:58:06.681406;17:58:08.078692;1.397286
15;17:58:35.390565;17:58:36.714710;1.324145
15;17:59:05.110811;17:59:06.522729;1.411918
15;17:59:33.979386;17:59:35.274687;1.295301
15;18:00:02.818665;18:00:04.146718;1.328053
15;18:00:32.327467;18:00:33.646749;1.319282
15;18:01:01.008287;18:01:02.330670;1.322383
15;18:02:16.490217;18:02:17.810700;1.320483
15;18:02:45.099742;18:02:46.370678;1.270936
15;18:03:13.938728;18:03:15.222696;1.283968
15;18:03:40.328135;18:03:41.662700;1.334565
15;18:04:08.367213;18:04:09.638681;1.271468
15;18:04:34.058990;18:04:35.438739;1.379749
