-1.0;0;09:16:52.501175;09:16:53.198655;.697480
-1.0;1;09:16:53.208381;09:16:53.850736;.642355
-1.0;2;09:16:53.863274;09:16:54.502750;.639476
-1.0;3;09:16:54.517720;09:16:55.154689;.636969
-1.0;4;09:16:55.168993;09:16:55.862735;.693742
-1.0;5;09:16:55.873270;09:16:56.562845;.689575
-1.0;6;09:16:56.577482;09:16:57.218709;.641227
-1.0;7;09:16:57.231161;09:16:57.878753;.647592
-1.0;8;09:16:57.898192;09:16:58.538692;.640500
-1.0;9;09:16:58.549960;09:16:59.294719;.744759
-1.0;10;09:16:59.311885;09:16:59.998915;.687030
-1.0;11;09:17:00.016003;09:17:00.706690;.690687
-1.0;12;09:17:00.723108;09:17:01.418743;.695635
-1.0;13;09:17:01.428906;09:17:02.122716;.693810
-1.0;14;09:17:02.138983;09:17:02.782726;.643743
-1.0;15;09:17:02.795298;09:17:03.442692;.647394
-1.0;16;09:17:03.448935;09:17:04.090721;.641786
-1.0;17;09:17:04.102931;09:17:04.746720;.643789
-1.0;18;09:17:04.760447;09:17:05.510717;.750270
-1.0;19;09:17:05.517815;09:17:06.266745;.748930
-1.0;20;09:17:06.279293;09:17:06.922719;.643426
-1.0;21;09:17:06.932553;09:17:07.574691;.642138
-1.0;22;09:17:07.585097;09:17:08.178706;.593609
-1.0;23;09:17:08.193155;09:17:08.934819;.741664
-1.0;24;09:17:08.949820;09:17:09.638695;.688875
-1.0;25;09:17:09.654742;09:17:10.354707;.699965
-1.0;26;09:17:10.364763;09:17:10.954760;.589997
-1.0;27;09:17:10.966250;09:17:11.650713;.684463
-1.0;28;09:17:11.671467;09:17:12.318739;.647272
-1.0;29;09:17:12.327611;09:17:13.014752;.687141
-1.0;30;09:17:13.033353;09:17:13.670739;.637386
-1.0;31;09:17:13.685194;09:17:14.426745;.741551
-1.0;32;09:17:14.440714;09:17:15.126710;.685996
-1.0;33;09:17:15.141587;09:17:15.734784;.593197
-1.0;34;09:17:15.748071;09:17:16.494786;.746715
-1.0;35;09:17:16.505573;09:17:17.250792;.745219
-1.0;36;09:17:17.268854;09:17:18.014701;.745847
-1.0;37;09:17:18.028365;09:17:18.714711;.686346
-1.0;38;09:17:18.735091;09:17:19.426746;.691655
-1.0;39;09:17:19.444112;09:17:20.130737;.686625
-1.0;40;09:17:20.150646;09:17:20.794752;.644106
-1.0;41;09:17:20.805666;09:17:21.498707;.693041
-1.0;42;09:17:21.537658;09:17:22.226781;.689123
-1.0;43;09:17:22.243020;09:17:22.930765;.687745
-1.0;44;09:17:22.946601;09:17:23.630739;.684138
-1.0;45;09:17:23.649149;09:17:24.338740;.689591
-1.0;46;09:17:24.352164;09:17:25.042708;.690544
-1.0;47;09:17:25.058081;09:17:25.698724;.640643
-1.0;48;09:17:25.714067;09:17:26.362731;.648664
-1.0;49;09:17:26.368549;09:17:26.962710;.594161
-1.0;50;09:17:26.971456;09:17:27.662741;.691285
-1.0;51;09:17:27.676996;09:17:28.366727;.689731
-1.0;52;09:17:28.382246;09:17:29.070779;.688533
-1.0;53;09:17:29.085088;09:17:29.774774;.689686
-1.0;54;09:17:29.790536;09:17:30.426744;.636208
-1.0;55;09:17:30.444460;09:17:31.130745;.686285
-1.0;56;09:17:31.146746;09:17:31.782687;.635941
-1.0;57;09:17:31.799399;09:17:32.486713;.687314
-1.0;58;09:17:32.502438;09:17:33.194728;.692290
-1.0;59;09:17:33.206868;09:17:33.950737;.743869
-1.0;60;09:17:33.969188;09:17:34.606710;.637522
-1.0;61;09:17:34.622276;09:17:35.258721;.636445
-1.0;62;09:17:35.273497;09:17:35.914744;.641247
-1.0;63;09:17:35.925192;09:17:36.566767;.641575
-1.0;64;09:17:36.577331;09:17:37.218752;.641421
-1.0;65;09:17:37.231693;09:17:37.818692;.586999
-1.0;66;09:17:37.834369;09:17:38.522747;.688378
-1.0;67;09:17:38.539372;09:17:39.182762;.643390
-1.0;68;09:17:39.214352;09:17:39.902725;.688373
-1.0;69;09:17:39.918238;09:17:40.610740;.692502
-1.0;70;09:17:40.623596;09:17:41.310706;.687110
