"No.","Time","Source","Destination","Protocol","Length","Info"
"7","2.419511","192.168.123.5","192.168.123.6","TCP","74","33710  >  666 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2360143542 TSecr=0 WS=128"
"8","2.419511","192.168.123.4","192.168.123.6","TCP","74","57542  >  666 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=3402067681 TSecr=0 WS=128"
"9","2.419532","192.168.123.6","192.168.123.4","TCP","74","666  >  57542 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=682066917 TSecr=3402067681 WS=128"
"10","2.419535","192.168.123.6","192.168.123.5","TCP","74","666  >  33710 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=2194973715 TSecr=2360143542 WS=128"
"11","2.419550","192.168.123.4","192.168.123.6","TCP","66","57542  >  666 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3402067681 TSecr=682066917"
"12","2.419551","192.168.123.5","192.168.123.6","TCP","66","33710  >  666 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2360143542 TSecr=2194973715"
"13","2.419789","192.168.123.5","192.168.123.6","TLSv1.3","353","Client Hello"
"14","2.419791","192.168.123.4","192.168.123.6","TLSv1.3","353","Client Hello"
"15","2.419833","192.168.123.6","192.168.123.4","TCP","66","666  >  57542 [ACK] Seq=1 Ack=288 Win=64896 Len=0 TSval=682066917 TSecr=3402067681"
"16","2.419833","192.168.123.6","192.168.123.5","TCP","66","666  >  33710 [ACK] Seq=1 Ack=288 Win=64896 Len=0 TSval=2194973715 TSecr=2360143542"
"19","2.420292","192.168.123.2","192.168.123.6","TCP","74","60184  >  666 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=1428544159 TSecr=0 WS=128"
"20","2.420310","192.168.123.6","192.168.123.2","TCP","74","666  >  60184 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=4096668099 TSecr=1428544159 WS=128"
"21","2.420326","192.168.123.2","192.168.123.6","TCP","66","60184  >  666 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1428544159 TSecr=4096668099"
"22","2.420529","192.168.123.2","192.168.123.6","TLSv1.3","353","Client Hello"
"23","2.420579","192.168.123.6","192.168.123.2","TCP","66","666  >  60184 [ACK] Seq=1 Ack=288 Win=64896 Len=0 TSval=4096668100 TSecr=1428544160"
"26","2.421617","192.168.123.3","192.168.123.6","TCP","74","38290  >  666 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=79293101 TSecr=0 WS=128"
"27","2.421644","192.168.123.6","192.168.123.3","TCP","74","666  >  38290 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=891675601 TSecr=79293101 WS=128"
"28","2.421668","192.168.123.3","192.168.123.6","TCP","66","38290  >  666 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=79293101 TSecr=891675601"
"29","2.421864","192.168.123.6","192.168.123.4","TLSv1.3","1464","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data, Application Data, Application Data"
"30","2.421870","192.168.123.6","192.168.123.5","TLSv1.3","1464","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data, Application Data, Application Data"
"31","2.421893","192.168.123.4","192.168.123.6","TCP","66","57542  >  666 [ACK] Seq=288 Ack=1399 Win=64128 Len=0 TSval=3402067683 TSecr=682066919"
"32","2.421899","192.168.123.5","192.168.123.6","TCP","66","33710  >  666 [ACK] Seq=288 Ack=1399 Win=64128 Len=0 TSval=2360143544 TSecr=2194973717"
"33","2.421988","192.168.123.3","192.168.123.6","TLSv1.3","353","Client Hello"
"34","2.422047","192.168.123.6","192.168.123.3","TCP","66","666  >  38290 [ACK] Seq=1 Ack=288 Win=64896 Len=0 TSval=891675601 TSecr=79293101"
"35","2.422437","192.168.123.6","192.168.123.2","TLSv1.3","1464","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data, Application Data, Application Data"
"36","2.422468","192.168.123.2","192.168.123.6","TCP","66","60184  >  666 [ACK] Seq=288 Ack=1399 Win=64128 Len=0 TSval=1428544162 TSecr=4096668102"
"37","2.423507","192.168.123.4","192.168.123.6","TLSv1.3","756","Change Cipher Spec, Application Data, Application Data, Application Data"
"38","2.423513","192.168.123.5","192.168.123.6","TLSv1.3","756","Change Cipher Spec, Application Data, Application Data, Application Data"
"39","2.423537","192.168.123.6","192.168.123.4","TCP","66","666  >  57542 [ACK] Seq=1399 Ack=978 Win=64256 Len=0 TSval=682066921 TSecr=3402067685"
"40","2.423541","192.168.123.6","192.168.123.5","TCP","66","666  >  33710 [ACK] Seq=1399 Ack=978 Win=64256 Len=0 TSval=2194973719 TSecr=2360143546"
"41","2.423713","192.168.123.6","192.168.123.3","TLSv1.3","1464","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data, Application Data, Application Data"
"42","2.423734","192.168.123.3","192.168.123.6","TCP","66","38290  >  666 [ACK] Seq=288 Ack=1399 Win=64128 Len=0 TSval=79293103 TSecr=891675603"
"43","2.424002","192.168.123.6","192.168.123.5","TLSv1.3","769","Application Data"
"44","2.424021","192.168.123.5","192.168.123.6","TCP","66","33710  >  666 [ACK] Seq=978 Ack=2102 Win=64128 Len=0 TSval=2360143546 TSecr=2194973719"
"45","2.424134","192.168.123.6","192.168.123.5","TLSv1.3","769","Application Data"
"46","2.424145","192.168.123.5","192.168.123.6","TCP","66","33710  >  666 [ACK] Seq=978 Ack=2805 Win=64128 Len=0 TSval=2360143546 TSecr=2194973719"
"47","2.424223","192.168.123.6","192.168.123.4","TLSv1.3","769","Application Data"
