"No.","Time","Source","Destination","Protocol","Length","Info"
"78","0.056664","192.168.123.13","192.168.123.3","TCP","74","40656  >  666 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=3920975521 TSecr=0 WS=128"
"79","0.056702","192.168.123.3","192.168.123.13","TCP","74","666  >  40656 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=1326728120 TSecr=3920975521 WS=128"
"80","0.056733","192.168.123.13","192.168.123.3","TCP","66","40656  >  666 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3920975522 TSecr=1326728120"
"81","0.057065","192.168.123.13","192.168.123.3","TLSv1.3","353","Client Hello"
"82","0.057212","192.168.123.3","192.168.123.13","TCP","66","666  >  40656 [ACK] Seq=1 Ack=288 Win=64896 Len=0 TSval=1326728120 TSecr=3920975522"
"83","0.058622","192.168.123.3","192.168.123.13","TLSv1.3","1464","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data, Application Data, Application Data"
"84","0.058666","192.168.123.13","192.168.123.3","TCP","66","40656  >  666 [ACK] Seq=288 Ack=1399 Win=64128 Len=0 TSval=3920975524 TSecr=1326728122"
"85","0.060290","192.168.123.13","192.168.123.3","TLSv1.3","756","Change Cipher Spec, Application Data, Application Data, Application Data"
"86","0.060354","192.168.123.3","192.168.123.13","TCP","66","666  >  40656 [ACK] Seq=1399 Ack=978 Win=64256 Len=0 TSval=1326728123 TSecr=3920975525"
"87","0.060817","192.168.123.3","192.168.123.13","TLSv1.3","769","Application Data"
"88","0.060847","192.168.123.13","192.168.123.3","TCP","66","40656  >  666 [ACK] Seq=978 Ack=2102 Win=64128 Len=0 TSval=3920975526 TSecr=1326728124"
"89","0.060950","192.168.123.3","192.168.123.13","TLSv1.3","769","Application Data"
"90","0.060964","192.168.123.13","192.168.123.3","TCP","66","40656  >  666 [ACK] Seq=978 Ack=2805 Win=64128 Len=0 TSval=3920975526 TSecr=1326728124"
"93","0.064941","192.168.123.16","192.168.123.3","TCP","74","41366  >  666 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=326616630 TSecr=0 WS=128"
"94","0.064967","192.168.123.3","192.168.123.16","TCP","74","666  >  41366 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=2696254641 TSecr=326616630 WS=128"
"95","0.064990","192.168.123.16","192.168.123.3","TCP","66","41366  >  666 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=326616630 TSecr=2696254641"
"96","0.065195","192.168.123.16","192.168.123.3","TLSv1.3","353","Client Hello"
"97","0.065257","192.168.123.3","192.168.123.16","TCP","66","666  >  41366 [ACK] Seq=1 Ack=288 Win=64896 Len=0 TSval=2696254641 TSecr=326616630"
"98","0.066672","192.168.123.3","192.168.123.16","TLSv1.3","1464","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data, Application Data, Application Data"
"99","0.066701","192.168.123.16","192.168.123.3","TCP","66","41366  >  666 [ACK] Seq=288 Ack=1399 Win=64128 Len=0 TSval=326616632 TSecr=2696254643"
"102","0.068646","192.168.123.19","192.168.123.3","TCP","74","50344  >  666 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=1854704263 TSecr=0 WS=128"
"103","0.068671","192.168.123.3","192.168.123.19","TCP","74","666  >  50344 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=956433770 TSecr=1854704263 WS=128"
"104","0.068693","192.168.123.19","192.168.123.3","TCP","66","50344  >  666 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1854704264 TSecr=956433770"
"105","0.068889","192.168.123.19","192.168.123.3","TLSv1.3","353","Client Hello"
"106","0.068954","192.168.123.3","192.168.123.19","TCP","66","666  >  50344 [ACK] Seq=1 Ack=288 Win=64896 Len=0 TSval=956433770 TSecr=1854704264"
"107","0.070020","192.168.123.3","192.168.123.19","TLSv1.3","1464","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data, Application Data, Application Data"
"108","0.070049","192.168.123.19","192.168.123.3","TCP","66","50344  >  666 [ACK] Seq=288 Ack=1399 Win=64128 Len=0 TSval=1854704265 TSecr=956433771"
"111","0.070224","192.168.123.10","192.168.123.3","TCP","74","48210  >  666 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2079339705 TSecr=0 WS=128"
"112","0.070249","192.168.123.3","192.168.123.10","TCP","74","666  >  48210 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=144169782 TSecr=2079339705 WS=128"
"113","0.070271","192.168.123.10","192.168.123.3","TCP","66","48210  >  666 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2079339705 TSecr=144169782"
"114","0.070457","192.168.123.10","192.168.123.3","TLSv1.3","353","Client Hello"
"115","0.070523","192.168.123.3","192.168.123.10","TCP","66","666  >  48210 [ACK] Seq=1 Ack=288 Win=64896 Len=0 TSval=144169783 TSecr=2079339705"
"116","0.070597","192.168.123.16","192.168.123.3","TLSv1.3","756","Change Cipher Spec, Application Data, Application Data, Application Data"
"117","0.070622","192.168.123.3","192.168.123.16","TCP","66","666  >  41366 [ACK] Seq=1399 Ack=978 Win=64256 Len=0 TSval=2696254647 TSecr=326616636"
"120","0.071058","192.168.123.12","192.168.123.3","TCP","74","60178  >  666 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2870876875 TSecr=0 WS=128"
"121","0.071097","192.168.123.3","192.168.123.12","TCP","74","666  >  60178 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=1298569664 TSecr=2870876875 WS=128"
"122","0.071144","192.168.123.12","192.168.123.3","TCP","66","60178  >  666 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2870876875 TSecr=1298569664"
"123","0.071379","192.168.123.3","192.168.123.16","TLSv1.3","769","Application Data"
"124","0.071402","192.168.123.16","192.168.123.3","TCP","66","41366  >  666 [ACK] Seq=978 Ack=2102 Win=64128 Len=0 TSval=326616636 TSecr=2696254647"
"125","0.071437","192.168.123.12","192.168.123.3","TLSv1.3","353","Client Hello"
"126","0.071491","192.168.123.3","192.168.123.12","TCP","66","666  >  60178 [ACK] Seq=1 Ack=288 Win=64896 Len=0 TSval=1298569665 TSecr=2870876875"
"127","0.071503","192.168.123.3","192.168.123.16","TLSv1.3","769","Application Data"
"128","0.071518","192.168.123.16","192.168.123.3","TCP","66","41366  >  666 [ACK] Seq=978 Ack=2805 Win=64128 Len=0 TSval=326616637 TSecr=2696254648"
"129","0.071542","192.168.123.3","192.168.123.10","TLSv1.3","1464","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data, Application Data, Application Data"
"130","0.071569","192.168.123.10","192.168.123.3","TCP","66","48210  >  666 [ACK] Seq=288 Ack=1399 Win=64128 Len=0 TSval=2079339707 TSecr=144169784"
"131","0.072204","192.168.123.3","192.168.123.12","TLSv1.3","1464","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data, Application Data, Application Data"
"132","0.072239","192.168.123.12","192.168.123.3","TCP","66","60178  >  666 [ACK] Seq=288 Ack=1399 Win=64128 Len=0 TSval=2870876876 TSecr=1298569665"
"133","0.073152","192.168.123.10","192.168.123.3","TLSv1.3","756","Change Cipher Spec, Application Data, Application Data, Application Data"
"134","0.073176","192.168.123.3","192.168.123.10","TCP","66","666  >  48210 [ACK] Seq=1399 Ack=978 Win=64256 Len=0 TSval=144169785 TSecr=2079339708"
"135","0.073699","192.168.123.3","192.168.123.10","TLSv1.3","769","Application Data"
"136","0.073722","192.168.123.10","192.168.123.3","TCP","66","48210  >  666 [ACK] Seq=978 Ack=2102 Win=64128 Len=0 TSval=2079339709 TSecr=144169786"
"137","0.073822","192.168.123.3","192.168.123.10","TLSv1.3","769","Application Data"
"138","0.073852","192.168.123.10","192.168.123.3","TCP","66","48210  >  666 [ACK] Seq=978 Ack=2805 Win=64128 Len=0 TSval=2079339709 TSecr=144169786"
"140","0.075029","192.168.123.12","192.168.123.3","TLSv1.3","756","Change Cipher Spec, Application Data, Application Data, Application Data"
"142","0.075055","192.168.123.3","192.168.123.12","TCP","66","666  >  60178 [ACK] Seq=1399 Ack=978 Win=64256 Len=0 TSval=1298569668 TSecr=2870876879"
"143","0.075062","192.168.123.8","192.168.123.3","TCP","74","43268  >  666 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2722857908 TSecr=0 WS=128"
"144","0.075086","192.168.123.3","192.168.123.8","TCP","74","666  >  43268 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=382962534 TSecr=2722857908 WS=128"
"145","0.075109","192.168.123.8","192.168.123.3","TCP","66","43268  >  666 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2722857908 TSecr=382962534"
"146","0.075300","192.168.123.8","192.168.123.3","TLSv1.3","353","Client Hello"
"147","0.075353","192.168.123.3","192.168.123.8","TCP","66","666  >  43268 [ACK] Seq=1 Ack=288 Win=64896 Len=0 TSval=382962534 TSecr=2722857908"
"148","0.075620","192.168.123.3","192.168.123.12","TLSv1.3","769","Application Data"
"149","0.075643","192.168.123.12","192.168.123.3","TCP","66","60178  >  666 [ACK] Seq=978 Ack=2102 Win=64128 Len=0 TSval=2870876880 TSecr=1298569669"
"150","0.075677","192.168.123.19","192.168.123.3","TLSv1.3","756","Change Cipher Spec, Application Data, Application Data, Application Data"
"151","0.075712","192.168.123.3","192.168.123.19","TCP","66","666  >  50344 [ACK] Seq=1399 Ack=978 Win=64256 Len=0 TSval=956433777 TSecr=1854704271"
"152","0.075744","192.168.123.3","192.168.123.12","TLSv1.3","769","Application Data"
"153","0.075760","192.168.123.12","192.168.123.3","TCP","66","60178  >  666 [ACK] Seq=978 Ack=2805 Win=64128 Len=0 TSval=2870876880 TSecr=1298569669"
"154","0.076076","192.168.123.3","192.168.123.8","TLSv1.3","1464","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data, Application Data, Application Data"
"155","0.076103","192.168.123.8","192.168.123.3","TCP","66","43268  >  666 [ACK] Seq=288 Ack=1399 Win=64128 Len=0 TSval=2722857909 TSecr=382962535"
"156","0.076132","192.168.123.3","192.168.123.19","TLSv1.3","769","Application Data"
"157","0.076170","192.168.123.19","192.168.123.3","TCP","66","50344  >  666 [ACK] Seq=978 Ack=2102 Win=64128 Len=0 TSval=1854704271 TSecr=956433777"
"158","0.076289","192.168.123.3","192.168.123.19","TLSv1.3","769","Application Data"
"159","0.076303","192.168.123.19","192.168.123.3","TCP","66","50344  >  666 [ACK] Seq=978 Ack=2805 Win=64128 Len=0 TSval=1854704271 TSecr=956433777"
"160","0.078502","192.168.123.8","192.168.123.3","TLSv1.3","756","Change Cipher Spec, Application Data, Application Data, Application Data"
"161","0.078529","192.168.123.3","192.168.123.8","TCP","66","666  >  43268 [ACK] Seq=1399 Ack=978 Win=64256 Len=0 TSval=382962538 TSecr=2722857912"
"164","0.078853","192.168.123.30","192.168.123.3","TCP","74","38142  >  666 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=1381463759 TSecr=0 WS=128"
"165","0.078877","192.168.123.3","192.168.123.30","TCP","74","666  >  38142 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=3304476474 TSecr=1381463759 WS=128"
"166","0.078900","192.168.123.30","192.168.123.3","TCP","66","38142  >  666 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1381463759 TSecr=3304476474"
"167","0.079082","192.168.123.30","192.168.123.3","TLSv1.3","353","Client Hello"
"168","0.079135","192.168.123.3","192.168.123.30","TCP","66","666  >  38142 [ACK] Seq=1 Ack=288 Win=64896 Len=0 TSval=3304476474 TSecr=1381463759"
"169","0.079174","192.168.123.3","192.168.123.8","TLSv1.3","769","Application Data"
"170","0.079207","192.168.123.8","192.168.123.3","TCP","66","43268  >  666 [ACK] Seq=978 Ack=2102 Win=64128 Len=0 TSval=2722857912 TSecr=382962538"
"171","0.079330","192.168.123.3","192.168.123.8","TLSv1.3","769","Application Data"
"172","0.079352","192.168.123.8","192.168.123.3","TCP","66","43268  >  666 [ACK] Seq=978 Ack=2805 Win=64128 Len=0 TSval=2722857912 TSecr=382962538"
"173","0.079848","192.168.123.3","192.168.123.30","TLSv1.3","1464","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data, Application Data, Application Data"
"174","0.079876","192.168.123.30","192.168.123.3","TCP","66","38142  >  666 [ACK] Seq=288 Ack=1399 Win=64128 Len=0 TSval=1381463760 TSecr=3304476475"
"177","0.081020","192.168.123.23","192.168.123.3","TCP","74","44390  >  666 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=3593049519 TSecr=0 WS=128"
"178","0.081042","192.168.123.3","192.168.123.23","TCP","74","666  >  44390 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=3752815293 TSecr=3593049519 WS=128"
"179","0.081061","192.168.123.23","192.168.123.3","TCP","66","44390  >  666 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3593049519 TSecr=3752815293"
"180","0.081084","192.168.123.30","192.168.123.3","TLSv1.3","756","Change Cipher Spec, Application Data, Application Data, Application Data"
"181","0.081107","192.168.123.3","192.168.123.30","TCP","66","666  >  38142 [ACK] Seq=1399 Ack=978 Win=64256 Len=0 TSval=3304476476 TSecr=1381463761"
"182","0.081263","192.168.123.23","192.168.123.3","TLSv1.3","353","Client Hello"
"183","0.081330","192.168.123.3","192.168.123.23","TCP","66","666  >  44390 [ACK] Seq=1 Ack=288 Win=64896 Len=0 TSval=3752815293 TSecr=3593049519"
"184","0.081660","192.168.123.3","192.168.123.30","TLSv1.3","769","Application Data"
"185","0.081685","192.168.123.30","192.168.123.3","TCP","66","38142  >  666 [ACK] Seq=978 Ack=2102 Win=64128 Len=0 TSval=1381463762 TSecr=3304476477"
"186","0.081815","192.168.123.3","192.168.123.30","TLSv1.3","769","Application Data"
"187","0.081841","192.168.123.30","192.168.123.3","TCP","66","38142  >  666 [ACK] Seq=978 Ack=2805 Win=64128 Len=0 TSval=1381463762 TSecr=3304476477"
"188","0.082131","192.168.123.3","192.168.123.23","TLSv1.3","1464","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data, Application Data, Application Data"
"189","0.082158","192.168.123.23","192.168.123.3","TCP","66","44390  >  666 [ACK] Seq=288 Ack=1399 Win=64128 Len=0 TSval=3593049520 TSecr=3752815294"
"190","0.085620","192.168.123.23","192.168.123.3","TLSv1.3","756","Change Cipher Spec, Application Data, Application Data, Application Data"
"191","0.085643","192.168.123.3","192.168.123.23","TCP","66","666  >  44390 [ACK] Seq=1399 Ack=978 Win=64256 Len=0 TSval=3752815298 TSecr=3593049524"
"192","0.086291","192.168.123.3","192.168.123.23","TLSv1.3","769","Application Data"
"193","0.086311","192.168.123.23","192.168.123.3","TCP","66","44390  >  666 [ACK] Seq=978 Ack=2102 Win=64128 Len=0 TSval=3593049524 TSecr=3752815298"
"194","0.086412","192.168.123.3","192.168.123.23","TLSv1.3","769","Application Data"
"195","0.086424","192.168.123.23","192.168.123.3","TCP","66","44390  >  666 [ACK] Seq=978 Ack=2805 Win=64128 Len=0 TSval=3593049524 TSecr=3752815298"
"198","0.113960","192.168.123.6","192.168.123.3","TCP","74","59264  >  666 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=891933933 TSecr=0 WS=128"
"199","0.114003","192.168.123.3","192.168.123.6","TCP","74","666  >  59264 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=79551433 TSecr=891933933 WS=128"
"200","0.114050","192.168.123.6","192.168.123.3","TCP","66","59264  >  666 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=891933933 TSecr=79551433"
"201","0.114358","192.168.123.6","192.168.123.3","TLSv1.3","353","Client Hello"
"202","0.114438","192.168.123.3","192.168.123.6","TCP","66","666  >  59264 [ACK] Seq=1 Ack=288 Win=64896 Len=0 TSval=79551433 TSecr=891933933"
"205","0.115801","192.168.123.31","192.168.123.3","TCP","74","33882  >  666 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=368411981 TSecr=0 WS=128"
"206","0.115837","192.168.123.3","192.168.123.31","TCP","74","666  >  33882 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=725411697 TSecr=368411981 WS=128"
"207","0.115863","192.168.123.3","192.168.123.6","TLSv1.3","1464","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data, Application Data, Application Data"
"208","0.115870","192.168.123.31","192.168.123.3","TCP","66","33882  >  666 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=368411981 TSecr=725411697"
"209","0.115892","192.168.123.6","192.168.123.3","TCP","66","59264  >  666 [ACK] Seq=288 Ack=1399 Win=64128 Len=0 TSval=891933935 TSecr=79551435"
"210","0.116156","192.168.123.31","192.168.123.3","TLSv1.3","353","Client Hello"
"211","0.116242","192.168.123.3","192.168.123.31","TCP","66","666  >  33882 [ACK] Seq=1 Ack=288 Win=64896 Len=0 TSval=725411697 TSecr=368411981"
"212","0.117249","192.168.123.3","192.168.123.31","TLSv1.3","1464","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data, Application Data, Application Data"
"213","0.117285","192.168.123.31","192.168.123.3","TCP","66","33882  >  666 [ACK] Seq=288 Ack=1399 Win=64128 Len=0 TSval=368411982 TSecr=725411698"
"216","0.118284","192.168.123.7","192.168.123.3","TCP","74","35344  >  666 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=4019486759 TSecr=0 WS=128"
