"No.","Time","Source","Destination","Protocol","Length","Info"
"76","1.712517","192.168.123.19","192.168.123.20","TCP","66","45640  >  666 [ACK] Seq=978 Ack=2102 Win=63488 Len=0 TSval=2576374936 TSecr=2908828411"
"77","1.712534","192.168.123.19","192.168.123.20","TCP","66","45640  >  666 [ACK] Seq=978 Ack=2805 Win=62848 Len=0 TSval=2576374936 TSecr=2908828411"
"80","1.715803","192.168.123.6","192.168.123.20","TCP","74","38206  >  666 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2012829559 TSecr=0 WS=128"
"81","1.715846","192.168.123.20","192.168.123.6","TCP","74","666  >  38206 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=329806644 TSecr=2012829559 WS=128"
"82","1.715866","192.168.123.6","192.168.123.20","TCP","66","38206  >  666 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2012829559 TSecr=329806644"
"83","1.716093","192.168.123.6","192.168.123.20","TLSv1.3","353","Client Hello"
"84","1.716144","192.168.123.20","192.168.123.6","TCP","66","666  >  38206 [ACK] Seq=1 Ack=288 Win=64896 Len=0 TSval=329806644 TSecr=2012829559"
"85","1.716935","192.168.123.20","192.168.123.6","TLSv1.3","1464","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data, Application Data, Application Data"
"86","1.716961","192.168.123.6","192.168.123.20","TCP","66","38206  >  666 [ACK] Seq=288 Ack=1399 Win=64128 Len=0 TSval=2012829560 TSecr=329806645"
"87","1.720486","192.168.123.6","192.168.123.20","TLSv1.3","756","Change Cipher Spec, Application Data, Application Data, Application Data"
"88","1.720514","192.168.123.20","192.168.123.6","TCP","66","666  >  38206 [ACK] Seq=1399 Ack=978 Win=64256 Len=0 TSval=329806649 TSecr=2012829564"
"89","1.721164","192.168.123.20","192.168.123.6","TLSv1.3","769","Application Data"
"90","1.721186","192.168.123.6","192.168.123.20","TCP","66","38206  >  666 [ACK] Seq=978 Ack=2102 Win=64128 Len=0 TSval=2012829565 TSecr=329806649"
"91","1.721343","192.168.123.20","192.168.123.6","TLSv1.3","769","Application Data"
"92","1.721362","192.168.123.6","192.168.123.20","TCP","66","38206  >  666 [ACK] Seq=978 Ack=2805 Win=64128 Len=0 TSval=2012829565 TSecr=329806650"
"95","1.729724","192.168.123.16","192.168.123.20","TCP","74","41502  >  666 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=3099630685 TSecr=0 WS=128"
"96","1.729752","192.168.123.20","192.168.123.16","TCP","74","666  >  41502 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=3936103607 TSecr=3099630685 WS=128"
"97","1.729774","192.168.123.16","192.168.123.20","TCP","66","41502  >  666 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3099630685 TSecr=3936103607"
"98","1.729983","192.168.123.16","192.168.123.20","TLSv1.3","353","Client Hello"
"99","1.730039","192.168.123.20","192.168.123.16","TCP","66","666  >  41502 [ACK] Seq=1 Ack=288 Win=64896 Len=0 TSval=3936103607 TSecr=3099630685"
"100","1.730846","192.168.123.20","192.168.123.16","TLSv1.3","1464","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data, Application Data, Application Data"
"101","1.730870","192.168.123.16","192.168.123.20","TCP","66","41502  >  666 [ACK] Seq=288 Ack=1399 Win=64128 Len=0 TSval=3099630686 TSecr=3936103608"
"102","1.732022","192.168.123.16","192.168.123.20","TLSv1.3","756","Change Cipher Spec, Application Data, Application Data, Application Data"
"103","1.732045","192.168.123.20","192.168.123.16","TCP","66","666  >  41502 [ACK] Seq=1399 Ack=978 Win=64256 Len=0 TSval=3936103609 TSecr=3099630687"
"106","1.732504","192.168.123.18","192.168.123.20","TCP","74","57256  >  666 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=3455228617 TSecr=0 WS=128"
"107","1.732582","192.168.123.20","192.168.123.18","TCP","74","666  >  57256 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=2090015919 TSecr=3455228617 WS=128"
"108","1.732610","192.168.123.20","192.168.123.16","TLSv1.3","769","Application Data"
"109","1.732615","192.168.123.18","192.168.123.20","TCP","66","57256  >  666 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3455228617 TSecr=2090015919"
"110","1.732633","192.168.123.16","192.168.123.20","TCP","66","41502  >  666 [ACK] Seq=978 Ack=2102 Win=64128 Len=0 TSval=3099630688 TSecr=3936103610"
"111","1.732752","192.168.123.20","192.168.123.16","TLSv1.3","769","Application Data"
"112","1.732765","192.168.123.16","192.168.123.20","TCP","66","41502  >  666 [ACK] Seq=978 Ack=2805 Win=64128 Len=0 TSval=3099630688 TSecr=3936103610"
"113","1.732915","192.168.123.18","192.168.123.20","TLSv1.3","353","Client Hello"
"114","1.732986","192.168.123.20","192.168.123.18","TCP","66","666  >  57256 [ACK] Seq=1 Ack=288 Win=64896 Len=0 TSval=2090015919 TSecr=3455228617"
"115","1.734553","192.168.123.20","192.168.123.18","TLSv1.3","1464","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data, Application Data, Application Data"
"116","1.734591","192.168.123.18","192.168.123.20","TCP","66","57256  >  666 [ACK] Seq=288 Ack=1399 Win=64128 Len=0 TSval=3455228619 TSecr=2090015921"
"119","1.736622","192.168.123.7","192.168.123.20","TCP","74","53866  >  666 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=917883562 TSecr=0 WS=128"
"120","1.736680","192.168.123.20","192.168.123.7","TCP","74","666  >  53866 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=184561183 TSecr=917883562 WS=128"
"121","1.736728","192.168.123.7","192.168.123.20","TCP","66","53866  >  666 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=917883562 TSecr=184561183"
"122","1.736735","192.168.123.18","192.168.123.20","TLSv1.3","756","Change Cipher Spec, Application Data, Application Data, Application Data"
"123","1.736762","192.168.123.20","192.168.123.18","TCP","66","666  >  57256 [ACK] Seq=1399 Ack=978 Win=64256 Len=0 TSval=2090015923 TSecr=3455228621"
"124","1.736941","192.168.123.7","192.168.123.20","TLSv1.3","353","Client Hello"
"125","1.737002","192.168.123.20","192.168.123.7","TCP","66","666  >  53866 [ACK] Seq=1 Ack=288 Win=64896 Len=0 TSval=184561183 TSecr=917883562"
"126","1.737352","192.168.123.20","192.168.123.18","TLSv1.3","769","Application Data"
"127","1.737518","192.168.123.20","192.168.123.18","TLSv1.3","769","Application Data"
"128","1.737619","192.168.123.18","192.168.123.20","TCP","66","57256  >  666 [ACK] Seq=978 Ack=2102 Win=63488 Len=0 TSval=3455228622 TSecr=2090015924"
"129","1.737649","192.168.123.18","192.168.123.20","TCP","66","57256  >  666 [ACK] Seq=978 Ack=2805 Win=62848 Len=0 TSval=3455228622 TSecr=2090015924"
"130","1.738135","192.168.123.20","192.168.123.7","TLSv1.3","1464","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data, Application Data, Application Data"
"131","1.738170","192.168.123.7","192.168.123.20","TCP","66","53866  >  666 [ACK] Seq=288 Ack=1399 Win=64128 Len=0 TSval=917883564 TSecr=184561184"
"134","1.739621","192.168.123.14","192.168.123.20","TCP","74","38862  >  666 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=641637245 TSecr=0 WS=128"
"135","1.739646","192.168.123.20","192.168.123.14","TCP","74","666  >  38862 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=1138487060 TSecr=641637245 WS=128"
"136","1.739666","192.168.123.14","192.168.123.20","TCP","66","38862  >  666 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=641637245 TSecr=1138487060"
"137","1.739858","192.168.123.14","192.168.123.20","TLSv1.3","353","Client Hello"
"138","1.739908","192.168.123.20","192.168.123.14","TCP","66","666  >  38862 [ACK] Seq=1 Ack=288 Win=64896 Len=0 TSval=1138487060 TSecr=641637245"
"139","1.740957","192.168.123.20","192.168.123.14","TLSv1.3","1464","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data, Application Data, Application Data"
"140","1.740994","192.168.123.14","192.168.123.20","TCP","66","38862  >  666 [ACK] Seq=288 Ack=1399 Win=64128 Len=0 TSval=641637246 TSecr=1138487061"
"141","1.742294","192.168.123.7","192.168.123.20","TLSv1.3","756","Change Cipher Spec, Application Data, Application Data, Application Data"
"142","1.742329","192.168.123.20","192.168.123.7","TCP","66","666  >  53866 [ACK] Seq=1399 Ack=978 Win=64256 Len=0 TSval=184561189 TSecr=917883568"
"143","1.742945","192.168.123.20","192.168.123.7","TLSv1.3","769","Application Data"
"144","1.743117","192.168.123.20","192.168.123.7","TLSv1.3","769","Application Data"
"146","1.743214","192.168.123.7","192.168.123.20","TCP","66","53866  >  666 [ACK] Seq=978 Ack=2102 Win=63488 Len=0 TSval=917883569 TSecr=184561189"
"147","1.743240","192.168.123.7","192.168.123.20","TCP","66","53866  >  666 [ACK] Seq=978 Ack=2805 Win=62848 Len=0 TSval=917883569 TSecr=184561189"
"149","1.743278","192.168.123.10","192.168.123.20","TCP","74","34608  >  666 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=462448789 TSecr=0 WS=128"
"150","1.743302","192.168.123.20","192.168.123.10","TCP","74","666  >  34608 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=2431916200 TSecr=462448789 WS=128"
"151","1.743321","192.168.123.10","192.168.123.20","TCP","66","34608  >  666 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=462448790 TSecr=2431916200"
"152","1.743541","192.168.123.10","192.168.123.20","TLSv1.3","353","Client Hello"
"153","1.743601","192.168.123.20","192.168.123.10","TCP","66","666  >  34608 [ACK] Seq=1 Ack=288 Win=64896 Len=0 TSval=2431916200 TSecr=462448790"
"154","1.744315","192.168.123.20","192.168.123.10","TLSv1.3","1464","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data, Application Data, Application Data"
"155","1.744357","192.168.123.10","192.168.123.20","TCP","66","34608  >  666 [ACK] Seq=288 Ack=1399 Win=64128 Len=0 TSval=462448791 TSecr=2431916201"
"156","1.744866","192.168.123.14","192.168.123.20","TLSv1.3","756","Change Cipher Spec, Application Data, Application Data, Application Data"
"157","1.744913","192.168.123.20","192.168.123.14","TCP","66","666  >  38862 [ACK] Seq=1399 Ack=978 Win=64256 Len=0 TSval=1138487065 TSecr=641637250"
"158","1.745395","192.168.123.20","192.168.123.14","TLSv1.3","769","Application Data"
"159","1.745484","192.168.123.14","192.168.123.20","TCP","66","38862  >  666 [ACK] Seq=978 Ack=2102 Win=63488 Len=0 TSval=641637251 TSecr=1138487066"
"160","1.745538","192.168.123.20","192.168.123.14","TLSv1.3","769","Application Data"
"161","1.745558","192.168.123.14","192.168.123.20","TCP","66","38862  >  666 [ACK] Seq=978 Ack=2805 Win=64128 Len=0 TSval=641637251 TSecr=1138487066"
"162","1.746438","192.168.123.10","192.168.123.20","TLSv1.3","756","Change Cipher Spec, Application Data, Application Data, Application Data"
"163","1.746461","192.168.123.20","192.168.123.10","TCP","66","666  >  34608 [ACK] Seq=1399 Ack=978 Win=64256 Len=0 TSval=2431916203 TSecr=462448793"
"164","1.746944","192.168.123.20","192.168.123.10","TLSv1.3","769","Application Data"
"165","1.747046","192.168.123.20","192.168.123.10","TLSv1.3","769","Application Data"
"166","1.747104","192.168.123.10","192.168.123.20","TCP","66","34608  >  666 [ACK] Seq=978 Ack=2102 Win=63488 Len=0 TSval=462448793 TSecr=2431916203"
"167","1.747119","192.168.123.10","192.168.123.20","TCP","66","34608  >  666 [ACK] Seq=978 Ack=2805 Win=62848 Len=0 TSval=462448793 TSecr=2431916203"
"170","1.751426","192.168.123.3","192.168.123.20","TCP","74","50398  >  666 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=699427418 TSecr=0 WS=128"
"171","1.751467","192.168.123.20","192.168.123.3","TCP","74","666  >  50398 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=3756814706 TSecr=699427418 WS=128"
"172","1.751487","192.168.123.3","192.168.123.20","TCP","66","50398  >  666 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=699427418 TSecr=3756814706"
"173","1.751710","192.168.123.3","192.168.123.20","TLSv1.3","353","Client Hello"
"174","1.751779","192.168.123.20","192.168.123.3","TCP","66","666  >  50398 [ACK] Seq=1 Ack=288 Win=64896 Len=0 TSval=3756814706 TSecr=699427418"
"175","1.753332","192.168.123.20","192.168.123.3","TLSv1.3","1464","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data, Application Data, Application Data"
"176","1.753357","192.168.123.3","192.168.123.20","TCP","66","50398  >  666 [ACK] Seq=288 Ack=1399 Win=64128 Len=0 TSval=699427420 TSecr=3756814708"
"177","1.754545","192.168.123.3","192.168.123.20","TLSv1.3","756","Change Cipher Spec, Application Data, Application Data, Application Data"
"178","1.754567","192.168.123.20","192.168.123.3","TCP","66","666  >  50398 [ACK] Seq=1399 Ack=978 Win=64256 Len=0 TSval=3756814709 TSecr=699427421"
"179","1.755316","192.168.123.20","192.168.123.3","TLSv1.3","769","Application Data"
"180","1.755336","192.168.123.3","192.168.123.20","TCP","66","50398  >  666 [ACK] Seq=978 Ack=2102 Win=64128 Len=0 TSval=699427422 TSecr=3756814710"
"181","1.755429","192.168.123.20","192.168.123.3","TLSv1.3","769","Application Data"
"182","1.755441","192.168.123.3","192.168.123.20","TCP","66","50398  >  666 [ACK] Seq=978 Ack=2805 Win=64128 Len=0 TSval=699427422 TSecr=3756814710"
"185","1.789810","192.168.123.12","192.168.123.20","TCP","74","37824  >  666 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=610413907 TSecr=0 WS=128"
"186","1.789842","192.168.123.20","192.168.123.12","TCP","74","666  >  37824 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=2023944634 TSecr=610413907 WS=128"
"187","1.789865","192.168.123.12","192.168.123.20","TCP","66","37824  >  666 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=610413907 TSecr=2023944634"
"188","1.790166","192.168.123.12","192.168.123.20","TLSv1.3","353","Client Hello"
"189","1.790242","192.168.123.20","192.168.123.12","TCP","66","666  >  37824 [ACK] Seq=1 Ack=288 Win=64896 Len=0 TSval=2023944635 TSecr=610413907"
"192","1.791379","192.168.123.11","192.168.123.20","TCP","74","42376  >  666 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=81155764 TSecr=0 WS=128"
"193","1.791437","192.168.123.20","192.168.123.11","TCP","74","666  >  42376 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=1797246498 TSecr=81155764 WS=128"
"194","1.791462","192.168.123.11","192.168.123.20","TCP","66","42376  >  666 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=81155765 TSecr=1797246498"
"195","1.791503","192.168.123.20","192.168.123.12","TLSv1.3","1464","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data, Application Data, Application Data"
"196","1.791551","192.168.123.12","192.168.123.20","TCP","66","37824  >  666 [ACK] Seq=288 Ack=1399 Win=64128 Len=0 TSval=610413909 TSecr=2023944636"
"197","1.791655","192.168.123.11","192.168.123.20","TLSv1.3","353","Client Hello"
"198","1.791715","192.168.123.20","192.168.123.11","TCP","66","666  >  42376 [ACK] Seq=1 Ack=288 Win=64896 Len=0 TSval=1797246498 TSecr=81155765"
"199","1.792519","192.168.123.20","192.168.123.11","TLSv1.3","1464","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data, Application Data, Application Data"
"200","1.792544","192.168.123.11","192.168.123.20","TCP","66","42376  >  666 [ACK] Seq=288 Ack=1399 Win=64128 Len=0 TSval=81155766 TSecr=1797246499"
"201","1.792929","192.168.123.12","192.168.123.20","TLSv1.3","756","Change Cipher Spec, Application Data, Application Data, Application Data"
"202","1.792953","192.168.123.20","192.168.123.12","TCP","66","666  >  37824 [ACK] Seq=1399 Ack=978 Win=64256 Len=0 TSval=2023944637 TSecr=610413910"
"203","1.793461","192.168.123.20","192.168.123.12","TLSv1.3","769","Application Data"
"204","1.793495","192.168.123.12","192.168.123.20","TCP","66","37824  >  666 [ACK] Seq=978 Ack=2102 Win=64128 Len=0 TSval=610413911 TSecr=2023944638"
"205","1.793681","192.168.123.20","192.168.123.12","TLSv1.3","769","Application Data"
"206","1.793695","192.168.123.12","192.168.123.20","TCP","66","37824  >  666 [ACK] Seq=978 Ack=2805 Win=64128 Len=0 TSval=610413911 TSecr=2023944638"
"207","1.794252","192.168.123.11","192.168.123.20","TLSv1.3","756","Change Cipher Spec, Application Data, Application Data, Application Data"
"208","1.794278","192.168.123.20","192.168.123.11","TCP","66","666  >  42376 [ACK] Seq=1399 Ack=978 Win=64256 Len=0 TSval=1797246501 TSecr=81155768"
"209","1.794943","192.168.123.20","192.168.123.11","TLSv1.3","769","Application Data"
"210","1.794968","192.168.123.11","192.168.123.20","TCP","66","42376  >  666 [ACK] Seq=978 Ack=2102 Win=64128 Len=0 TSval=81155768 TSecr=1797246501"
"211","1.795124","192.168.123.20","192.168.123.11","TLSv1.3","769","Application Data"
"212","1.795138","192.168.123.11","192.168.123.20","TCP","66","42376  >  666 [ACK] Seq=978 Ack=2805 Win=64128 Len=0 TSval=81155768 TSecr=1797246501"
"215","1.795360","192.168.123.4","192.168.123.20","TCP","74","43730  >  666 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=985797595 TSecr=0 WS=128"
"216","1.795424","192.168.123.20","192.168.123.4","TCP","74","666  >  43730 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=3344457062 TSecr=985797595 WS=128"
"217","1.795448","192.168.123.4","192.168.123.20","TCP","66","43730  >  666 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=985797595 TSecr=3344457062"
