"No.","Time","Source","Destination","Protocol","Length","Info"
"118","1.236084","192.168.123.26","192.168.123.9","TCP","74","44402  >  666 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=506339308 TSecr=0 WS=128"
"119","1.236121","192.168.123.9","192.168.123.26","TCP","74","666  >  44402 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=594202956 TSecr=506339308 WS=128"
"120","1.236153","192.168.123.26","192.168.123.9","TCP","66","44402  >  666 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=506339309 TSecr=594202956"
"121","1.236493","192.168.123.26","192.168.123.9","TLSv1.3","353","Client Hello"
"122","1.236550","192.168.123.9","192.168.123.26","TCP","66","666  >  44402 [ACK] Seq=1 Ack=288 Win=64896 Len=0 TSval=594202956 TSecr=506339309"
"123","1.237860","192.168.123.9","192.168.123.26","TLSv1.3","1464","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data, Application Data, Application Data"
"124","1.237905","192.168.123.26","192.168.123.9","TCP","66","44402  >  666 [ACK] Seq=288 Ack=1399 Win=64128 Len=0 TSval=506339310 TSecr=594202957"
"125","1.239251","192.168.123.26","192.168.123.9","TLSv1.3","756","Change Cipher Spec, Application Data, Application Data, Application Data"
"126","1.239279","192.168.123.9","192.168.123.26","TCP","66","666  >  44402 [ACK] Seq=1399 Ack=978 Win=64256 Len=0 TSval=594202959 TSecr=506339312"
"127","1.239973","192.168.123.9","192.168.123.26","TLSv1.3","769","Application Data"
"128","1.240014","192.168.123.26","192.168.123.9","TCP","66","44402  >  666 [ACK] Seq=978 Ack=2102 Win=64128 Len=0 TSval=506339313 TSecr=594202959"
"129","1.240184","192.168.123.9","192.168.123.26","TLSv1.3","769","Application Data"
"130","1.240211","192.168.123.26","192.168.123.9","TCP","66","44402  >  666 [ACK] Seq=978 Ack=2805 Win=64128 Len=0 TSval=506339313 TSecr=594202960"
"133","1.242411","192.168.123.20","192.168.123.9","TCP","74","39940  >  666 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=475419338 TSecr=0 WS=128"
"134","1.242441","192.168.123.9","192.168.123.20","TCP","74","666  >  39940 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=690851332 TSecr=475419338 WS=128"
"135","1.242467","192.168.123.20","192.168.123.9","TCP","66","39940  >  666 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=475419339 TSecr=690851332"
"136","1.242693","192.168.123.20","192.168.123.9","TLSv1.3","353","Client Hello"
"137","1.242749","192.168.123.9","192.168.123.20","TCP","66","666  >  39940 [ACK] Seq=1 Ack=288 Win=64896 Len=0 TSval=690851332 TSecr=475419339"
"138","1.243527","192.168.123.9","192.168.123.20","TLSv1.3","1464","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data, Application Data, Application Data"
"139","1.243559","192.168.123.20","192.168.123.9","TCP","66","39940  >  666 [ACK] Seq=288 Ack=1399 Win=64128 Len=0 TSval=475419340 TSecr=690851333"
"142","1.243822","192.168.123.4","192.168.123.9","TCP","74","38148  >  666 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=1629254908 TSecr=0 WS=128"
"143","1.243850","192.168.123.9","192.168.123.4","TCP","74","666  >  38148 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=281341795 TSecr=1629254908 WS=128"
"144","1.243874","192.168.123.4","192.168.123.9","TCP","66","38148  >  666 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1629254908 TSecr=281341795"
"145","1.244118","192.168.123.4","192.168.123.9","TLSv1.3","353","Client Hello"
"146","1.244170","192.168.123.9","192.168.123.4","TCP","66","666  >  38148 [ACK] Seq=1 Ack=288 Win=64896 Len=0 TSval=281341796 TSecr=1629254909"
"147","1.245105","192.168.123.20","192.168.123.9","TLSv1.3","756","Change Cipher Spec, Application Data, Application Data, Application Data"
"148","1.245135","192.168.123.9","192.168.123.20","TCP","66","666  >  39940 [ACK] Seq=1399 Ack=978 Win=64256 Len=0 TSval=690851335 TSecr=475419342"
"149","1.245243","192.168.123.9","192.168.123.4","TLSv1.3","1464","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data, Application Data, Application Data"
"150","1.245275","192.168.123.4","192.168.123.9","TCP","66","38148  >  666 [ACK] Seq=288 Ack=1399 Win=64128 Len=0 TSval=1629254910 TSecr=281341797"
"151","1.245773","192.168.123.9","192.168.123.20","TLSv1.3","769","Application Data"
"152","1.245799","192.168.123.20","192.168.123.9","TCP","66","39940  >  666 [ACK] Seq=978 Ack=2102 Win=64128 Len=0 TSval=475419342 TSecr=690851335"
"153","1.245984","192.168.123.9","192.168.123.20","TLSv1.3","769","Application Data"
"154","1.246003","192.168.123.20","192.168.123.9","TCP","66","39940  >  666 [ACK] Seq=978 Ack=2805 Win=64128 Len=0 TSval=475419343 TSecr=690851335"
"155","1.249440","192.168.123.4","192.168.123.9","TLSv1.3","756","Change Cipher Spec, Application Data, Application Data, Application Data"
"156","1.249487","192.168.123.9","192.168.123.4","TCP","66","666  >  38148 [ACK] Seq=1399 Ack=978 Win=64256 Len=0 TSval=281341801 TSecr=1629254914"
"157","1.249959","192.168.123.9","192.168.123.4","TLSv1.3","769","Application Data"
"158","1.249988","192.168.123.4","192.168.123.9","TCP","66","38148  >  666 [ACK] Seq=978 Ack=2102 Win=64128 Len=0 TSval=1629254914 TSecr=281341801"
"159","1.250096","192.168.123.9","192.168.123.4","TLSv1.3","769","Application Data"
"160","1.250114","192.168.123.4","192.168.123.9","TCP","66","38148  >  666 [ACK] Seq=978 Ack=2805 Win=64128 Len=0 TSval=1629254915 TSecr=281341802"
"163","1.277215","192.168.123.28","192.168.123.9","TCP","74","43298  >  666 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2993582590 TSecr=0 WS=128"
"164","1.277245","192.168.123.9","192.168.123.28","TCP","74","666  >  43298 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=2854065550 TSecr=2993582590 WS=128"
"165","1.277270","192.168.123.28","192.168.123.9","TCP","66","43298  >  666 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2993582591 TSecr=2854065550"
"166","1.277540","192.168.123.28","192.168.123.9","TLSv1.3","353","Client Hello"
"167","1.277600","192.168.123.9","192.168.123.28","TCP","66","666  >  43298 [ACK] Seq=1 Ack=288 Win=64896 Len=0 TSval=2854065550 TSecr=2993582591"
"168","1.278454","192.168.123.9","192.168.123.28","TLSv1.3","1464","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data, Application Data, Application Data"
"169","1.278484","192.168.123.28","192.168.123.9","TCP","66","43298  >  666 [ACK] Seq=288 Ack=1399 Win=64128 Len=0 TSval=2993582592 TSecr=2854065551"
"170","1.279690","192.168.123.28","192.168.123.9","TLSv1.3","756","Change Cipher Spec, Application Data, Application Data, Application Data"
"171","1.279718","192.168.123.9","192.168.123.28","TCP","66","666  >  43298 [ACK] Seq=1399 Ack=978 Win=64256 Len=0 TSval=2854065552 TSecr=2993582593"
"172","1.280304","192.168.123.9","192.168.123.28","TLSv1.3","769","Application Data"
"173","1.280338","192.168.123.28","192.168.123.9","TCP","66","43298  >  666 [ACK] Seq=978 Ack=2102 Win=64128 Len=0 TSval=2993582594 TSecr=2854065553"
"174","1.280446","192.168.123.9","192.168.123.28","TLSv1.3","769","Application Data"
"175","1.280462","192.168.123.28","192.168.123.9","TCP","66","43298  >  666 [ACK] Seq=978 Ack=2805 Win=64128 Len=0 TSval=2993582594 TSecr=2854065553"
"178","1.284731","192.168.123.7","192.168.123.9","TCP","74","41656  >  666 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=977823488 TSecr=0 WS=128"
"179","1.284815","192.168.123.9","192.168.123.7","TCP","74","666  >  41656 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=2834952955 TSecr=977823488 WS=128"
"180","1.284861","192.168.123.7","192.168.123.9","TCP","66","41656  >  666 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=977823489 TSecr=2834952955"
"181","1.285369","192.168.123.7","192.168.123.9","TLSv1.3","353","Client Hello"
"182","1.285486","192.168.123.9","192.168.123.7","TCP","66","666  >  41656 [ACK] Seq=1 Ack=288 Win=64896 Len=0 TSval=2834952956 TSecr=977823490"
"183","1.286863","192.168.123.9","192.168.123.7","TLSv1.3","1464","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data, Application Data, Application Data"
"184","1.286896","192.168.123.7","192.168.123.9","TCP","66","41656  >  666 [ACK] Seq=288 Ack=1399 Win=64128 Len=0 TSval=977823491 TSecr=2834952957"
"185","1.289784","192.168.123.7","192.168.123.9","TLSv1.3","756","Change Cipher Spec, Application Data, Application Data, Application Data"
"186","1.289832","192.168.123.9","192.168.123.7","TCP","66","666  >  41656 [ACK] Seq=1399 Ack=978 Win=64256 Len=0 TSval=2834952960 TSecr=977823494"
"187","1.290745","192.168.123.9","192.168.123.7","TLSv1.3","769","Application Data"
"188","1.290772","192.168.123.7","192.168.123.9","TCP","66","41656  >  666 [ACK] Seq=978 Ack=2102 Win=64128 Len=0 TSval=977823495 TSecr=2834952961"
"189","1.290950","192.168.123.9","192.168.123.7","TLSv1.3","769","Application Data"
"190","1.290981","192.168.123.7","192.168.123.9","TCP","66","41656  >  666 [ACK] Seq=978 Ack=2805 Win=64128 Len=0 TSval=977823495 TSecr=2834952961"
"193","1.292623","192.168.123.25","192.168.123.9","TCP","74","52204  >  666 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=1525358479 TSecr=0 WS=128"
"194","1.292666","192.168.123.9","192.168.123.25","TCP","74","666  >  52204 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=2221401332 TSecr=1525358479 WS=128"
"195","1.292703","192.168.123.25","192.168.123.9","TCP","66","52204  >  666 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1525358479 TSecr=2221401332"
"196","1.292997","192.168.123.25","192.168.123.9","TLSv1.3","353","Client Hello"
"197","1.293100","192.168.123.9","192.168.123.25","TCP","66","666  >  52204 [ACK] Seq=1 Ack=288 Win=64896 Len=0 TSval=2221401333 TSecr=1525358479"
"200","1.293687","192.168.123.31","192.168.123.9","TCP","74","43978  >  666 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=902937803 TSecr=0 WS=128"
"201","1.293728","192.168.123.9","192.168.123.31","TCP","74","666  >  43978 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=2411261321 TSecr=902937803 WS=128"
"202","1.293790","192.168.123.31","192.168.123.9","TCP","66","43978  >  666 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=902937803 TSecr=2411261321"
"203","1.294052","192.168.123.9","192.168.123.25","TLSv1.3","1464","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data, Application Data, Application Data"
"204","1.294085","192.168.123.25","192.168.123.9","TCP","66","52204  >  666 [ACK] Seq=288 Ack=1399 Win=64128 Len=0 TSval=1525358481 TSecr=2221401334"
"206","1.294253","192.168.123.31","192.168.123.9","TLSv1.3","353","Client Hello"
"207","1.294336","192.168.123.9","192.168.123.31","TCP","66","666  >  43978 [ACK] Seq=1 Ack=288 Win=64896 Len=0 TSval=2411261322 TSecr=902937804"
"209","1.294511","192.168.123.10","192.168.123.9","TCP","74","40774  >  666 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2256092651 TSecr=0 WS=128"
"210","1.294559","192.168.123.9","192.168.123.10","TCP","74","666  >  40774 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=461582422 TSecr=2256092651 WS=128"
"211","1.294639","192.168.123.10","192.168.123.9","TCP","66","40774  >  666 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2256092651 TSecr=461582422"
"214","1.294906","192.168.123.37","192.168.123.9","TCP","74","41672  >  666 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2957396122 TSecr=0 WS=128"
"215","1.294934","192.168.123.9","192.168.123.37","TCP","74","666  >  41672 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=1413344971 TSecr=2957396122 WS=128"
"216","1.294940","192.168.123.10","192.168.123.9","TLSv1.3","353","Client Hello"
"217","1.294959","192.168.123.37","192.168.123.9","TCP","66","41672  >  666 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2957396122 TSecr=1413344971"
"218","1.294989","192.168.123.9","192.168.123.10","TCP","66","666  >  40774 [ACK] Seq=1 Ack=288 Win=64896 Len=0 TSval=461582422 TSecr=2256092651"
"219","1.295198","192.168.123.37","192.168.123.9","TLSv1.3","353","Client Hello"
"220","1.295248","192.168.123.9","192.168.123.37","TCP","66","666  >  41672 [ACK] Seq=1 Ack=288 Win=64896 Len=0 TSval=1413344972 TSecr=2957396123"
"221","1.295574","192.168.123.9","192.168.123.31","TLSv1.3","1464","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data, Application Data, Application Data"
"222","1.295632","192.168.123.31","192.168.123.9","TCP","66","43978  >  666 [ACK] Seq=288 Ack=1399 Win=64128 Len=0 TSval=902937805 TSecr=2411261323"
"223","1.296289","192.168.123.9","192.168.123.10","TLSv1.3","1464","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data, Application Data, Application Data"
"224","1.296345","192.168.123.10","192.168.123.9","TCP","66","40774  >  666 [ACK] Seq=288 Ack=1399 Win=64128 Len=0 TSval=2256092653 TSecr=461582424"
