"No.","Time","Source","Destination","Protocol","Length","Info"
"35","2.703545","192.168.123.24","192.168.123.27","TCP","66","666  >  34358 [ACK] Seq=1 Ack=288 Win=64896 Len=0 TSval=2495846511 TSecr=1027802472"
"36","2.704491","192.168.123.24","192.168.123.35","TLSv1.3","1464","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data, Application Data, Application Data"
"37","2.704525","192.168.123.35","192.168.123.24","TCP","66","44348  >  666 [ACK] Seq=288 Ack=1399 Win=64128 Len=0 TSval=3046778539 TSecr=1689024863"
"38","2.704905","192.168.123.24","192.168.123.27","TLSv1.3","1464","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data, Application Data, Application Data"
"39","2.704943","192.168.123.27","192.168.123.24","TCP","66","34358  >  666 [ACK] Seq=288 Ack=1399 Win=64128 Len=0 TSval=1027802473 TSecr=2495846512"
"42","2.706521","192.168.123.6","192.168.123.24","TCP","74","42300  >  666 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2005386489 TSecr=0 WS=128"
"43","2.706547","192.168.123.24","192.168.123.6","TCP","74","666  >  42300 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=1107680724 TSecr=2005386489 WS=128"
"44","2.706571","192.168.123.6","192.168.123.24","TCP","66","42300  >  666 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2005386489 TSecr=1107680724"
"45","2.706779","192.168.123.6","192.168.123.24","TLSv1.3","353","Client Hello"
"46","2.706830","192.168.123.24","192.168.123.6","TCP","66","666  >  42300 [ACK] Seq=1 Ack=288 Win=64896 Len=0 TSval=1107680724 TSecr=2005386489"
"47","2.707702","192.168.123.35","192.168.123.24","TLSv1.3","756","Change Cipher Spec, Application Data, Application Data, Application Data"
"48","2.707742","192.168.123.24","192.168.123.35","TCP","66","666  >  44348 [ACK] Seq=1399 Ack=978 Win=64256 Len=0 TSval=1689024866 TSecr=3046778542"
"49","2.708038","192.168.123.27","192.168.123.24","TLSv1.3","756","Change Cipher Spec, Application Data, Application Data, Application Data"
"50","2.708077","192.168.123.24","192.168.123.27","TCP","66","666  >  34358 [ACK] Seq=1399 Ack=978 Win=64256 Len=0 TSval=2495846516 TSecr=1027802476"
"51","2.708421","192.168.123.24","192.168.123.6","TLSv1.3","1464","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data, Application Data, Application Data"
"52","2.708426","192.168.123.24","192.168.123.35","TLSv1.3","769","Application Data"
"53","2.708488","192.168.123.6","192.168.123.24","TCP","66","42300  >  666 [ACK] Seq=288 Ack=1399 Win=64128 Len=0 TSval=2005386491 TSecr=1107680726"
"54","2.708621","192.168.123.24","192.168.123.35","TLSv1.3","769","Application Data"
"55","2.708731","192.168.123.35","192.168.123.24","TCP","66","44348  >  666 [ACK] Seq=978 Ack=2102 Win=63488 Len=0 TSval=3046778543 TSecr=1689024867"
"56","2.708732","192.168.123.24","192.168.123.27","TLSv1.3","769","Application Data"
"57","2.708764","192.168.123.35","192.168.123.24","TCP","66","44348  >  666 [ACK] Seq=978 Ack=2805 Win=62848 Len=0 TSval=3046778543 TSecr=1689024867"
"58","2.708892","192.168.123.24","192.168.123.27","TLSv1.3","769","Application Data"
"59","2.708992","192.168.123.27","192.168.123.24","TCP","66","34358  >  666 [ACK] Seq=978 Ack=2102 Win=63488 Len=0 TSval=1027802477 TSecr=2495846516"
"60","2.709021","192.168.123.27","192.168.123.24","TCP","66","34358  >  666 [ACK] Seq=978 Ack=2805 Win=62848 Len=0 TSval=1027802477 TSecr=2495846516"
"61","2.709568","192.168.123.6","192.168.123.24","TLSv1.3","756","Change Cipher Spec, Application Data, Application Data, Application Data"
"62","2.709596","192.168.123.24","192.168.123.6","TCP","66","666  >  42300 [ACK] Seq=1399 Ack=978 Win=64256 Len=0 TSval=1107680727 TSecr=2005386492"
"63","2.710018","192.168.123.24","192.168.123.6","TLSv1.3","769","Application Data"
"64","2.710152","192.168.123.24","192.168.123.6","TLSv1.3","769","Application Data"
"65","2.710157","192.168.123.6","192.168.123.24","TCP","66","42300  >  666 [ACK] Seq=978 Ack=2102 Win=63488 Len=0 TSval=2005386493 TSecr=1107680727"
"66","2.710191","192.168.123.6","192.168.123.24","TCP","66","42300  >  666 [ACK] Seq=978 Ack=2805 Win=62848 Len=0 TSval=2005386493 TSecr=1107680728"
"67","2.711667","192.168.123.22","192.168.123.24","TLSv1.3","756","Change Cipher Spec, Application Data, Application Data, Application Data"
"68","2.711695","192.168.123.24","192.168.123.22","TCP","66","666  >  55334 [ACK] Seq=1399 Ack=978 Win=64256 Len=0 TSval=3711903234 TSecr=431599354"
"69","2.712125","192.168.123.24","192.168.123.22","TLSv1.3","769","Application Data"
"70","2.712224","192.168.123.24","192.168.123.22","TLSv1.3","769","Application Data"
"71","2.712297","192.168.123.22","192.168.123.24","TCP","66","55334  >  666 [ACK] Seq=978 Ack=2102 Win=63488 Len=0 TSval=431599355 TSecr=3711903235"
"72","2.712316","192.168.123.22","192.168.123.24","TCP","66","55334  >  666 [ACK] Seq=978 Ack=2805 Win=62848 Len=0 TSval=431599355 TSecr=3711903235"
"75","2.714450","192.168.123.3","192.168.123.24","TCP","74","35436  >  666 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=1857831996 TSecr=0 WS=128"
"76","2.714489","192.168.123.24","192.168.123.3","TCP","74","666  >  35436 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=145157069 TSecr=1857831996 WS=128"
"77","2.714521","192.168.123.3","192.168.123.24","TCP","66","35436  >  666 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1857831996 TSecr=145157069"
"78","2.714800","192.168.123.3","192.168.123.24","TLSv1.3","353","Client Hello"
"79","2.714870","192.168.123.24","192.168.123.3","TCP","66","666  >  35436 [ACK] Seq=1 Ack=288 Win=64896 Len=0 TSval=145157069 TSecr=1857831996"
"80","2.715913","192.168.123.24","192.168.123.3","TLSv1.3","1464","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data, Application Data, Application Data"
"81","2.715951","192.168.123.3","192.168.123.24","TCP","66","35436  >  666 [ACK] Seq=288 Ack=1399 Win=64128 Len=0 TSval=1857831997 TSecr=145157070"
"84","2.717542","192.168.123.33","192.168.123.24","TCP","74","57544  >  666 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2740484281 TSecr=0 WS=128"
"85","2.717581","192.168.123.24","192.168.123.33","TCP","74","666  >  57544 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=3709207672 TSecr=2740484281 WS=128"
"86","2.717616","192.168.123.33","192.168.123.24","TCP","66","57544  >  666 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2740484281 TSecr=3709207672"
"87","2.717875","192.168.123.33","192.168.123.24","TLSv1.3","353","Client Hello"
"88","2.717943","192.168.123.24","192.168.123.33","TCP","66","666  >  57544 [ACK] Seq=1 Ack=288 Win=64896 Len=0 TSval=3709207672 TSecr=2740484281"
"89","2.719020","192.168.123.24","192.168.123.33","TLSv1.3","1464","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data, Application Data, Application Data"
"90","2.719063","192.168.123.33","192.168.123.24","TCP","66","57544  >  666 [ACK] Seq=288 Ack=1399 Win=64128 Len=0 TSval=2740484283 TSecr=3709207673"
"91","2.719109","192.168.123.3","192.168.123.24","TLSv1.3","756","Change Cipher Spec, Application Data, Application Data, Application Data"
"92","2.719143","192.168.123.24","192.168.123.3","TCP","66","666  >  35436 [ACK] Seq=1399 Ack=978 Win=64256 Len=0 TSval=145157074 TSecr=1857832001"
"93","2.719567","192.168.123.24","192.168.123.3","TLSv1.3","769","Application Data"
"94","2.719592","192.168.123.3","192.168.123.24","TCP","66","35436  >  666 [ACK] Seq=978 Ack=2102 Win=64128 Len=0 TSval=1857832001 TSecr=145157074"
"95","2.719694","192.168.123.24","192.168.123.3","TLSv1.3","769","Application Data"
"96","2.719710","192.168.123.3","192.168.123.24","TCP","66","35436  >  666 [ACK] Seq=978 Ack=2805 Win=64128 Len=0 TSval=1857832001 TSecr=145157074"
"97","2.720842","192.168.123.33","192.168.123.24","TLSv1.3","756","Change Cipher Spec, Application Data, Application Data, Application Data"
"98","2.720877","192.168.123.24","192.168.123.33","TCP","66","666  >  57544 [ACK] Seq=1399 Ack=978 Win=64256 Len=0 TSval=3709207675 TSecr=2740484284"
"99","2.721447","192.168.123.24","192.168.123.33","TLSv1.3","769","Application Data"
"100","2.721591","192.168.123.24","192.168.123.33","TLSv1.3","769","Application Data"
"101","2.721674","192.168.123.33","192.168.123.24","TCP","66","57544  >  666 [ACK] Seq=978 Ack=2102 Win=63488 Len=0 TSval=2740484285 TSecr=3709207676"
"102","2.721700","192.168.123.33","192.168.123.24","TCP","66","57544  >  666 [ACK] Seq=978 Ack=2805 Win=62848 Len=0 TSval=2740484285 TSecr=3709207676"
"105","2.723320","192.168.123.11","192.168.123.24","TCP","74","34400  >  666 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=1267948628 TSecr=0 WS=128"
"106","2.723348","192.168.123.24","192.168.123.11","TCP","74","666  >  34400 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=2469001553 TSecr=1267948628 WS=128"
"107","2.723373","192.168.123.11","192.168.123.24","TCP","66","34400  >  666 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1267948629 TSecr=2469001553"
"108","2.723560","192.168.123.11","192.168.123.24","TLSv1.3","353","Client Hello"
"109","2.723609","192.168.123.24","192.168.123.11","TCP","66","666  >  34400 [ACK] Seq=1 Ack=288 Win=64896 Len=0 TSval=2469001553 TSecr=1267948629"
"112","2.724051","192.168.123.26","192.168.123.24","TCP","74","49730  >  666 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2950974842 TSecr=0 WS=128"
"113","2.724077","192.168.123.24","192.168.123.26","TCP","74","666  >  49730 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=1805201322 TSecr=2950974842 WS=128"
"114","2.724101","192.168.123.26","192.168.123.24","TCP","66","49730  >  666 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2950974843 TSecr=1805201322"
"115","2.724319","192.168.123.26","192.168.123.24","TLSv1.3","353","Client Hello"
"116","2.724374","192.168.123.24","192.168.123.26","TCP","66","666  >  49730 [ACK] Seq=1 Ack=288 Win=64896 Len=0 TSval=1805201322 TSecr=2950974843"
"117","2.724649","192.168.123.24","192.168.123.11","TLSv1.3","1464","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data, Application Data, Application Data"
"118","2.724678","192.168.123.11","192.168.123.24","TCP","66","34400  >  666 [ACK] Seq=288 Ack=1399 Win=64128 Len=0 TSval=1267948630 TSecr=2469001554"
"119","2.725095","192.168.123.24","192.168.123.26","TLSv1.3","1464","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data, Application Data, Application Data"
"120","2.725126","192.168.123.26","192.168.123.24","TCP","66","49730  >  666 [ACK] Seq=288 Ack=1399 Win=64128 Len=0 TSval=2950974844 TSecr=1805201323"
"121","2.726193","192.168.123.26","192.168.123.24","TLSv1.3","756","Change Cipher Spec, Application Data, Application Data, Application Data"
"122","2.726227","192.168.123.24","192.168.123.26","TCP","66","666  >  49730 [ACK] Seq=1399 Ack=978 Win=64256 Len=0 TSval=1805201324 TSecr=2950974845"
"123","2.726687","192.168.123.24","192.168.123.26","TLSv1.3","769","Application Data"
"124","2.726729","192.168.123.26","192.168.123.24","TCP","66","49730  >  666 [ACK] Seq=978 Ack=2102 Win=64128 Len=0 TSval=2950974845 TSecr=1805201324"
"125","2.726904","192.168.123.24","192.168.123.26","TLSv1.3","769","Application Data"
"126","2.726930","192.168.123.26","192.168.123.24","TCP","66","49730  >  666 [ACK] Seq=978 Ack=2805 Win=64128 Len=0 TSval=2950974845 TSecr=1805201324"
"127","2.728190","192.168.123.11","192.168.123.24","TLSv1.3","756","Change Cipher Spec, Application Data, Application Data, Application Data"
"128","2.728215","192.168.123.24","192.168.123.11","TCP","66","666  >  34400 [ACK] Seq=1399 Ack=978 Win=64256 Len=0 TSval=2469001558 TSecr=1267948634"
"129","2.728715","192.168.123.24","192.168.123.11","TLSv1.3","769","Application Data"
"130","2.728816","192.168.123.24","192.168.123.11","TLSv1.3","769","Application Data"
"131","2.728826","192.168.123.11","192.168.123.24","TCP","66","34400  >  666 [ACK] Seq=978 Ack=2102 Win=63488 Len=0 TSval=1267948634 TSecr=2469001558"
"132","2.728860","192.168.123.11","192.168.123.24","TCP","66","34400  >  666 [ACK] Seq=978 Ack=2805 Win=62848 Len=0 TSval=1267948634 TSecr=2469001558"
"135","2.753741","192.168.123.20","192.168.123.24","TCP","74","51306  >  666 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=1037363978 TSecr=0 WS=128"
"136","2.753773","192.168.123.24","192.168.123.20","TCP","74","666  >  51306 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=4020003021 TSecr=1037363978 WS=128"
"137","2.753799","192.168.123.20","192.168.123.24","TCP","66","51306  >  666 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1037363978 TSecr=4020003021"
"139","2.754017","192.168.123.20","192.168.123.24","TLSv1.3","353","Client Hello"
"140","2.754070","192.168.123.24","192.168.123.20","TCP","66","666  >  51306 [ACK] Seq=1 Ack=288 Win=64896 Len=0 TSval=4020003022 TSecr=1037363978"
"142","2.754152","192.168.123.25","192.168.123.24","TCP","74","60030  >  666 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=154760197 TSecr=0 WS=128"
"143","2.754179","192.168.123.24","192.168.123.25","TCP","74","666  >  60030 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=1828727296 TSecr=154760197 WS=128"
"144","2.754203","192.168.123.25","192.168.123.24","TCP","66","60030  >  666 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=154760198 TSecr=1828727296"
"145","2.754425","192.168.123.25","192.168.123.24","TLSv1.3","353","Client Hello"
"146","2.754478","192.168.123.24","192.168.123.25","TCP","66","666  >  60030 [ACK] Seq=1 Ack=288 Win=64896 Len=0 TSval=1828727296 TSecr=154760198"
"147","2.754898","192.168.123.24","192.168.123.20","TLSv1.3","1464","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data, Application Data, Application Data"
"148","2.754928","192.168.123.20","192.168.123.24","TCP","66","51306  >  666 [ACK] Seq=288 Ack=1399 Win=64128 Len=0 TSval=1037363979 TSecr=4020003022"
"149","2.755254","192.168.123.24","192.168.123.25","TLSv1.3","1464","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data, Application Data, Application Data"
"150","2.755294","192.168.123.25","192.168.123.24","TCP","66","60030  >  666 [ACK] Seq=288 Ack=1399 Win=64128 Len=0 TSval=154760199 TSecr=1828727297"
"151","2.757101","192.168.123.25","192.168.123.24","TLSv1.3","756","Change Cipher Spec, Application Data, Application Data, Application Data"
"152","2.757131","192.168.123.24","192.168.123.25","TCP","66","666  >  60030 [ACK] Seq=1399 Ack=978 Win=64256 Len=0 TSval=1828727299 TSecr=154760201"
"154","2.757581","192.168.123.24","192.168.123.25","TLSv1.3","769","Application Data"
"155","2.757681","192.168.123.24","192.168.123.25","TLSv1.3","769","Application Data"
"157","2.757709","192.168.123.14","192.168.123.24","TCP","74","42208  >  666 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=1009262380 TSecr=0 WS=128"
"158","2.757740","192.168.123.24","192.168.123.14","TCP","74","666  >  42208 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=2791862095 TSecr=1009262380 WS=128"
"159","2.757754","192.168.123.25","192.168.123.24","TCP","66","60030  >  666 [ACK] Seq=978 Ack=2102 Win=63488 Len=0 TSval=154760201 TSecr=1828727299"
"160","2.757766","192.168.123.14","192.168.123.24","TCP","66","42208  >  666 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1009262380 TSecr=2791862095"
"161","2.757774","192.168.123.25","192.168.123.24","TCP","66","60030  >  666 [ACK] Seq=978 Ack=2805 Win=62848 Len=0 TSval=154760201 TSecr=1828727299"
"162","2.757984","192.168.123.14","192.168.123.24","TLSv1.3","353","Client Hello"
"163","2.758045","192.168.123.24","192.168.123.14","TCP","66","666  >  42208 [ACK] Seq=1 Ack=288 Win=64896 Len=0 TSval=2791862095 TSecr=1009262380"
"164","2.759156","192.168.123.24","192.168.123.14","TLSv1.3","1464","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data, Application Data, Application Data"
"165","2.759198","192.168.123.14","192.168.123.24","TCP","66","42208  >  666 [ACK] Seq=288 Ack=1399 Win=64128 Len=0 TSval=1009262382 TSecr=2791862097"
"168","2.759693","192.168.123.4","192.168.123.24","TCP","74","35802  >  666 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=1211596058 TSecr=0 WS=128"
"169","2.759723","192.168.123.24","192.168.123.4","TCP","74","666  >  35802 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=1709679779 TSecr=1211596058 WS=128"
"170","2.759758","192.168.123.4","192.168.123.24","TCP","66","35802  >  666 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1211596058 TSecr=1709679779"
"171","2.759998","192.168.123.4","192.168.123.24","TLSv1.3","353","Client Hello"
"172","2.760050","192.168.123.24","192.168.123.4","TCP","66","666  >  35802 [ACK] Seq=1 Ack=288 Win=64896 Len=0 TSval=1709679780 TSecr=1211596058"
"173","2.761247","192.168.123.24","192.168.123.4","TLSv1.3","1464","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data, Application Data, Application Data"
"174","2.761289","192.168.123.4","192.168.123.24","TCP","66","35802  >  666 [ACK] Seq=288 Ack=1399 Win=64128 Len=0 TSval=1211596060 TSecr=1709679781"
"175","2.761530","192.168.123.20","192.168.123.24","TLSv1.3","756","Change Cipher Spec, Application Data, Application Data, Application Data"
"176","2.761559","192.168.123.24","192.168.123.20","TCP","66","666  >  51306 [ACK] Seq=1399 Ack=978 Win=64256 Len=0 TSval=4020003029 TSecr=1037363986"
"177","2.762181","192.168.123.24","192.168.123.20","TLSv1.3","769","Application Data"
"178","2.762246","192.168.123.14","192.168.123.24","TLSv1.3","756","Change Cipher Spec, Application Data, Application Data, Application Data"
"179","2.762248","192.168.123.20","192.168.123.24","TCP","66","51306  >  666 [ACK] Seq=978 Ack=2102 Win=63488 Len=0 TSval=1037363987 TSecr=4020003030"
"180","2.762275","192.168.123.24","192.168.123.14","TCP","66","666  >  42208 [ACK] Seq=1399 Ack=978 Win=64256 Len=0 TSval=2791862100 TSecr=1009262385"
"181","2.762368","192.168.123.24","192.168.123.20","TLSv1.3","769","Application Data"
"182","2.762395","192.168.123.20","192.168.123.24","TCP","66","51306  >  666 [ACK] Seq=978 Ack=2805 Win=64128 Len=0 TSval=1037363987 TSecr=4020003030"
"183","2.762585","192.168.123.4","192.168.123.24","TLSv1.3","756","Change Cipher Spec, Application Data, Application Data, Application Data"
"184","2.762618","192.168.123.24","192.168.123.4","TCP","66","666  >  35802 [ACK] Seq=1399 Ack=978 Win=64256 Len=0 TSval=1709679782 TSecr=1211596061"
"185","2.762718","192.168.123.24","192.168.123.14","TLSv1.3","769","Application Data"
"186","2.762817","192.168.123.24","192.168.123.14","TLSv1.3","769","Application Data"
"187","2.762885","192.168.123.14","192.168.123.24","TCP","66","42208  >  666 [ACK] Seq=978 Ack=2102 Win=63488 Len=0 TSval=1009262385 TSecr=2791862100"
"188","2.762904","192.168.123.14","192.168.123.24","TCP","66","42208  >  666 [ACK] Seq=978 Ack=2805 Win=62848 Len=0 TSval=1009262385 TSecr=2791862100"
"189","2.763002","192.168.123.24","192.168.123.4","TLSv1.3","769","Application Data"
"190","2.763027","192.168.123.4","192.168.123.24","TCP","66","35802  >  666 [ACK] Seq=978 Ack=2102 Win=64128 Len=0 TSval=1211596061 TSecr=1709679782"
"191","2.763128","192.168.123.24","192.168.123.4","TLSv1.3","769","Application Data"
"192","2.763160","192.168.123.4","192.168.123.24","TCP","66","35802  >  666 [ACK] Seq=978 Ack=2805 Win=63616 Len=0 TSval=1211596062 TSecr=1709679783"
"195","2.768002","192.168.123.15","192.168.123.24","TCP","74","40318  >  666 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2708079251 TSecr=0 WS=128"
"196","2.768029","192.168.123.24","192.168.123.15","TCP","74","666  >  40318 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=82215952 TSecr=2708079251 WS=128"
"197","2.768066","192.168.123.15","192.168.123.24","TCP","66","40318  >  666 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2708079252 TSecr=82215952"
"198","2.768347","192.168.123.15","192.168.123.24","TLSv1.3","353","Client Hello"
"199","2.768460","192.168.123.24","192.168.123.15","TCP","66","666  >  40318 [ACK] Seq=1 Ack=288 Win=64896 Len=0 TSval=82215952 TSecr=2708079252"
"200","2.769281","192.168.123.24","192.168.123.15","TLSv1.3","1464","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data, Application Data, Application Data"
"201","2.769310","192.168.123.15","192.168.123.24","TCP","66","40318  >  666 [ACK] Seq=288 Ack=1399 Win=64128 Len=0 TSval=2708079253 TSecr=82215953"
"202","2.773308","192.168.123.15","192.168.123.24","TLSv1.3","756","Change Cipher Spec, Application Data, Application Data, Application Data"
"203","2.773334","192.168.123.24","192.168.123.15","TCP","66","666  >  40318 [ACK] Seq=1399 Ack=978 Win=64256 Len=0 TSval=82215957 TSecr=2708079257"
"204","2.773777","192.168.123.24","192.168.123.15","TLSv1.3","769","Application Data"
"205","2.773888","192.168.123.24","192.168.123.15","TLSv1.3","769","Application Data"
"206","2.773965","192.168.123.15","192.168.123.24","TCP","66","40318  >  666 [ACK] Seq=978 Ack=2102 Win=63488 Len=0 TSval=2708079257 TSecr=82215957"
"207","2.773998","192.168.123.15","192.168.123.24","TCP","66","40318  >  666 [ACK] Seq=978 Ack=2805 Win=62848 Len=0 TSval=2708079257 TSecr=82215957"
"210","2.789928","192.168.123.10","192.168.123.24","TCP","74","45444  >  666 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=1848907766 TSecr=0 WS=128"
"211","2.789960","192.168.123.24","192.168.123.10","TCP","74","666  >  45444 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=226128100 TSecr=1848907766 WS=128"
"212","2.789985","192.168.123.10","192.168.123.24","TCP","66","45444  >  666 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1848907766 TSecr=226128100"
"213","2.790231","192.168.123.10","192.168.123.24","TLSv1.3","353","Client Hello"
"214","2.790287","192.168.123.24","192.168.123.10","TCP","66","666  >  45444 [ACK] Seq=1 Ack=288 Win=64896 Len=0 TSval=226128101 TSecr=1848907767"
"215","2.791053","192.168.123.24","192.168.123.10","TLSv1.3","1464","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data, Application Data, Application Data"
"216","2.791084","192.168.123.10","192.168.123.24","TCP","66","45444  >  666 [ACK] Seq=288 Ack=1399 Win=64128 Len=0 TSval=1848907768 TSecr=226128102"
"219","2.792222","192.168.123.9","192.168.123.24","TCP","74","60516  >  666 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2802013918 TSecr=0 WS=128"
"220","2.792249","192.168.123.24","192.168.123.9","TCP","74","666  >  60516 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=1399657566 TSecr=2802013918 WS=128"
"221","2.792271","192.168.123.9","192.168.123.24","TCP","66","60516  >  666 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2802013919 TSecr=1399657566"
"222","2.792482","192.168.123.10","192.168.123.24","TLSv1.3","756","Change Cipher Spec, Application Data, Application Data, Application Data"
"223","2.792514","192.168.123.24","192.168.123.10","TCP","66","666  >  45444 [ACK] Seq=1399 Ack=978 Win=64256 Len=0 TSval=226128103 TSecr=1848907769"
"224","2.792535","192.168.123.9","192.168.123.24","TLSv1.3","353","Client Hello"
"225","2.792599","192.168.123.24","192.168.123.9","TCP","66","666  >  60516 [ACK] Seq=1 Ack=288 Win=64896 Len=0 TSval=1399657566 TSecr=2802013919"
"226","2.792988","192.168.123.24","192.168.123.10","TLSv1.3","769","Application Data"
