"No.","Time","Source","Destination","Protocol","Length","Info"
"34","3.982504","192.168.123.33","192.168.123.28","TCP","66","54620  >  666 [ACK] Seq=978 Ack=2805 Win=64128 Len=0 TSval=4154755271 TSecr=196288497"
"35","3.983090","192.168.123.28","192.168.123.46","TLSv1.3","1464","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data, Application Data, Application Data"
"36","3.983123","192.168.123.46","192.168.123.28","TCP","66","37530  >  666 [ACK] Seq=288 Ack=1399 Win=64128 Len=0 TSval=107717633 TSecr=482733062"
"37","3.984241","192.168.123.46","192.168.123.28","TLSv1.3","756","Change Cipher Spec, Application Data, Application Data, Application Data"
"38","3.984268","192.168.123.28","192.168.123.46","TCP","66","666  >  37530 [ACK] Seq=1399 Ack=978 Win=64256 Len=0 TSval=482733064 TSecr=107717635"
"39","3.984847","192.168.123.28","192.168.123.46","TLSv1.3","769","Application Data"
"40","3.984875","192.168.123.46","192.168.123.28","TCP","66","37530  >  666 [ACK] Seq=978 Ack=2102 Win=64128 Len=0 TSval=107717635 TSecr=482733064"
"41","3.985000","192.168.123.28","192.168.123.46","TLSv1.3","769","Application Data"
"42","3.985019","192.168.123.46","192.168.123.28","TCP","66","37530  >  666 [ACK] Seq=978 Ack=2805 Win=64128 Len=0 TSval=107717635 TSecr=482733064"
"45","3.994468","192.168.123.40","192.168.123.28","TCP","74","47026  >  666 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=3159572244 TSecr=0 WS=128"
"46","3.994499","192.168.123.28","192.168.123.40","TCP","74","666  >  47026 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=3250401791 TSecr=3159572244 WS=128"
"47","3.994526","192.168.123.40","192.168.123.28","TCP","66","47026  >  666 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3159572245 TSecr=3250401791"
"48","3.994797","192.168.123.40","192.168.123.28","TLSv1.3","353","Client Hello"
"49","3.994888","192.168.123.28","192.168.123.40","TCP","66","666  >  47026 [ACK] Seq=1 Ack=288 Win=64896 Len=0 TSval=3250401791 TSecr=3159572245"
"50","3.996786","192.168.123.28","192.168.123.40","TLSv1.3","1464","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data, Application Data, Application Data"
"51","3.996824","192.168.123.40","192.168.123.28","TCP","66","47026  >  666 [ACK] Seq=288 Ack=1399 Win=64128 Len=0 TSval=3159572247 TSecr=3250401793"
"52","3.999491","192.168.123.40","192.168.123.28","TLSv1.3","756","Change Cipher Spec, Application Data, Application Data, Application Data"
"53","3.999520","192.168.123.28","192.168.123.40","TCP","66","666  >  47026 [ACK] Seq=1399 Ack=978 Win=64256 Len=0 TSval=3250401796 TSecr=3159572250"
"55","3.999949","192.168.123.28","192.168.123.40","TLSv1.3","769","Application Data"
"57","4.000054","192.168.123.28","192.168.123.40","TLSv1.3","769","Application Data"
"58","4.000067","192.168.123.25","192.168.123.28","TCP","74","56924  >  666 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=4002571084 TSecr=0 WS=128"
"59","4.000072","192.168.123.40","192.168.123.28","TCP","66","47026  >  666 [ACK] Seq=978 Ack=2102 Win=63488 Len=0 TSval=3159572250 TSecr=3250401796"
"60","4.000100","192.168.123.28","192.168.123.25","TCP","74","666  >  56924 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=2972464487 TSecr=4002571084 WS=128"
"61","4.000112","192.168.123.40","192.168.123.28","TCP","66","47026  >  666 [ACK] Seq=978 Ack=2805 Win=62848 Len=0 TSval=3159572250 TSecr=3250401796"
"62","4.000127","192.168.123.25","192.168.123.28","TCP","66","56924  >  666 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=4002571084 TSecr=2972464487"
"63","4.000344","192.168.123.25","192.168.123.28","TLSv1.3","353","Client Hello"
"64","4.000475","192.168.123.28","192.168.123.25","TCP","66","666  >  56924 [ACK] Seq=1 Ack=288 Win=64896 Len=0 TSval=2972464488 TSecr=4002571085"
"65","4.001519","192.168.123.28","192.168.123.25","TLSv1.3","1464","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data, Application Data, Application Data"
"66","4.001547","192.168.123.25","192.168.123.28","TCP","66","56924  >  666 [ACK] Seq=288 Ack=1399 Win=64128 Len=0 TSval=4002571086 TSecr=2972464489"
"67","4.003356","192.168.123.25","192.168.123.28","TLSv1.3","756","Change Cipher Spec, Application Data, Application Data, Application Data"
"68","4.003386","192.168.123.28","192.168.123.25","TCP","66","666  >  56924 [ACK] Seq=1399 Ack=978 Win=64256 Len=0 TSval=2972464491 TSecr=4002571088"
"69","4.003803","192.168.123.28","192.168.123.25","TLSv1.3","769","Application Data"
"70","4.003934","192.168.123.28","192.168.123.25","TLSv1.3","769","Application Data"
"71","4.004016","192.168.123.25","192.168.123.28","TCP","66","56924  >  666 [ACK] Seq=978 Ack=2102 Win=63488 Len=0 TSval=4002571088 TSecr=2972464491"
"72","4.004037","192.168.123.25","192.168.123.28","TCP","66","56924  >  666 [ACK] Seq=978 Ack=2805 Win=62848 Len=0 TSval=4002571088 TSecr=2972464491"
"75","4.007621","192.168.123.13","192.168.123.28","TCP","74","51394  >  666 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=3344797207 TSecr=0 WS=128"
"76","4.007654","192.168.123.28","192.168.123.13","TCP","74","666  >  51394 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=3239619204 TSecr=3344797207 WS=128"
"77","4.007682","192.168.123.13","192.168.123.28","TCP","66","51394  >  666 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3344797208 TSecr=3239619204"
"78","4.007889","192.168.123.13","192.168.123.28","TLSv1.3","353","Client Hello"
"79","4.007982","192.168.123.28","192.168.123.13","TCP","66","666  >  51394 [ACK] Seq=1 Ack=288 Win=64896 Len=0 TSval=3239619204 TSecr=3344797208"
"80","4.009180","192.168.123.28","192.168.123.13","TLSv1.3","1464","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data, Application Data, Application Data"
"81","4.009212","192.168.123.13","192.168.123.28","TCP","66","51394  >  666 [ACK] Seq=288 Ack=1399 Win=64128 Len=0 TSval=3344797209 TSecr=3239619205"
"82","4.010371","192.168.123.13","192.168.123.28","TLSv1.3","756","Change Cipher Spec, Application Data, Application Data, Application Data"
"83","4.010400","192.168.123.28","192.168.123.13","TCP","66","666  >  51394 [ACK] Seq=1399 Ack=978 Win=64256 Len=0 TSval=3239619207 TSecr=3344797211"
"84","4.011014","192.168.123.28","192.168.123.13","TLSv1.3","769","Application Data"
"85","4.011043","192.168.123.13","192.168.123.28","TCP","66","51394  >  666 [ACK] Seq=978 Ack=2102 Win=64128 Len=0 TSval=3344797211 TSecr=3239619207"
"86","4.011149","192.168.123.28","192.168.123.13","TLSv1.3","769","Application Data"
"87","4.011168","192.168.123.13","192.168.123.28","TCP","66","51394  >  666 [ACK] Seq=978 Ack=2805 Win=64128 Len=0 TSval=3344797211 TSecr=3239619207"
"90","4.014623","192.168.123.6","192.168.123.28","TCP","74","37494  >  666 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=4198419814 TSecr=0 WS=128"
"91","4.014687","192.168.123.28","192.168.123.6","TCP","74","666  >  37494 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=3533737368 TSecr=4198419814 WS=128"
"92","4.014727","192.168.123.6","192.168.123.28","TCP","66","37494  >  666 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=4198419815 TSecr=3533737368"
"93","4.015075","192.168.123.6","192.168.123.28","TLSv1.3","353","Client Hello"
"94","4.015152","192.168.123.28","192.168.123.6","TCP","66","666  >  37494 [ACK] Seq=1 Ack=288 Win=64896 Len=0 TSval=3533737368 TSecr=4198419815"
"95","4.015926","192.168.123.28","192.168.123.6","TLSv1.3","1464","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data, Application Data, Application Data"
"96","4.015960","192.168.123.6","192.168.123.28","TCP","66","37494  >  666 [ACK] Seq=288 Ack=1399 Win=64128 Len=0 TSval=4198419816 TSecr=3533737369"
"97","4.017022","192.168.123.6","192.168.123.28","TLSv1.3","756","Change Cipher Spec, Application Data, Application Data, Application Data"
"98","4.017053","192.168.123.28","192.168.123.6","TCP","66","666  >  37494 [ACK] Seq=1399 Ack=978 Win=64256 Len=0 TSval=3533737370 TSecr=4198419817"
"99","4.017461","192.168.123.28","192.168.123.6","TLSv1.3","769","Application Data"
"100","4.017499","192.168.123.6","192.168.123.28","TCP","66","37494  >  666 [ACK] Seq=978 Ack=2102 Win=64128 Len=0 TSval=4198419818 TSecr=3533737371"
"101","4.017617","192.168.123.28","192.168.123.6","TLSv1.3","769","Application Data"
"102","4.017636","192.168.123.6","192.168.123.28","TCP","66","37494  >  666 [ACK] Seq=978 Ack=2805 Win=64128 Len=0 TSval=4198419818 TSecr=3533737371"
"105","4.022169","192.168.123.9","192.168.123.28","TCP","74","33336  >  666 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2854328293 TSecr=0 WS=128"
"106","4.022217","192.168.123.28","192.168.123.9","TCP","74","666  >  33336 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=2993845335 TSecr=2854328293 WS=128"
"107","4.022260","192.168.123.9","192.168.123.28","TCP","66","33336  >  666 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2854328294 TSecr=2993845335"
"108","4.022448","192.168.123.9","192.168.123.28","TLSv1.3","353","Client Hello"
"109","4.022505","192.168.123.28","192.168.123.9","TCP","66","666  >  33336 [ACK] Seq=1 Ack=288 Win=64896 Len=0 TSval=2993845335 TSecr=2854328294"
"110","4.023334","192.168.123.28","192.168.123.9","TLSv1.3","1464","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data, Application Data, Application Data"
"111","4.023368","192.168.123.9","192.168.123.28","TCP","66","33336  >  666 [ACK] Seq=288 Ack=1399 Win=64128 Len=0 TSval=2854328295 TSecr=2993845336"
"112","4.024568","192.168.123.9","192.168.123.28","TLSv1.3","756","Change Cipher Spec, Application Data, Application Data, Application Data"
"113","4.024595","192.168.123.28","192.168.123.9","TCP","66","666  >  33336 [ACK] Seq=1399 Ack=978 Win=64256 Len=0 TSval=2993845337 TSecr=2854328296"
"114","4.025162","192.168.123.28","192.168.123.9","TLSv1.3","769","Application Data"
"115","4.025191","192.168.123.9","192.168.123.28","TCP","66","33336  >  666 [ACK] Seq=978 Ack=2102 Win=64128 Len=0 TSval=2854328296 TSecr=2993845337"
"116","4.025301","192.168.123.28","192.168.123.9","TLSv1.3","769","Application Data"
"117","4.025321","192.168.123.9","192.168.123.28","TCP","66","33336  >  666 [ACK] Seq=978 Ack=2805 Win=64128 Len=0 TSval=2854328297 TSecr=2993845338"
"121","4.029239","192.168.123.31","192.168.123.28","TCP","74","34822  >  666 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2187261612 TSecr=0 WS=128"
"122","4.029270","192.168.123.28","192.168.123.31","TCP","74","666  >  34822 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=1450190779 TSecr=2187261612 WS=128"
"123","4.029297","192.168.123.31","192.168.123.28","TCP","66","34822  >  666 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2187261613 TSecr=1450190779"
"125","4.029426","192.168.123.35","192.168.123.28","TCP","74","38404  >  666 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=3981138317 TSecr=0 WS=128"
"126","4.029456","192.168.123.28","192.168.123.35","TCP","74","666  >  38404 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=2975911154 TSecr=3981138317 WS=128"
"127","4.029482","192.168.123.35","192.168.123.28","TCP","66","38404  >  666 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3981138318 TSecr=2975911154"
"128","4.029490","192.168.123.31","192.168.123.28","TLSv1.3","353","Client Hello"
"129","4.029566","192.168.123.28","192.168.123.31","TCP","66","666  >  34822 [ACK] Seq=1 Ack=288 Win=64896 Len=0 TSval=1450190779 TSecr=2187261613"
"130","4.029681","192.168.123.35","192.168.123.28","TLSv1.3","353","Client Hello"
"131","4.029733","192.168.123.28","192.168.123.35","TCP","66","666  >  38404 [ACK] Seq=1 Ack=288 Win=64896 Len=0 TSval=2975911154 TSecr=3981138318"
"132","4.030479","192.168.123.28","192.168.123.31","TLSv1.3","1464","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data, Application Data, Application Data"
"133","4.030520","192.168.123.31","192.168.123.28","TCP","66","34822  >  666 [ACK] Seq=288 Ack=1399 Win=64128 Len=0 TSval=2187261614 TSecr=1450190780"
"134","4.031310","192.168.123.28","192.168.123.35","TLSv1.3","1464","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data, Application Data, Application Data"
"135","4.031354","192.168.123.35","192.168.123.28","TCP","66","38404  >  666 [ACK] Seq=288 Ack=1399 Win=64128 Len=0 TSval=3981138320 TSecr=2975911156"
"136","4.031708","192.168.123.31","192.168.123.28","TLSv1.3","756","Change Cipher Spec, Application Data, Application Data, Application Data"
"137","4.031775","192.168.123.28","192.168.123.31","TCP","66","666  >  34822 [ACK] Seq=1399 Ack=978 Win=64256 Len=0 TSval=1450190781 TSecr=2187261615"
"138","4.032228","192.168.123.28","192.168.123.31","TLSv1.3","769","Application Data"
"139","4.032258","192.168.123.31","192.168.123.28","TCP","66","34822  >  666 [ACK] Seq=978 Ack=2102 Win=64128 Len=0 TSval=2187261616 TSecr=1450190782"
"140","4.032367","192.168.123.28","192.168.123.31","TLSv1.3","769","Application Data"
"141","4.032386","192.168.123.31","192.168.123.28","TCP","66","34822  >  666 [ACK] Seq=978 Ack=2805 Win=64128 Len=0 TSval=2187261616 TSecr=1450190782"
"142","4.035648","192.168.123.35","192.168.123.28","TLSv1.3","756","Change Cipher Spec, Application Data, Application Data, Application Data"
"143","4.035679","192.168.123.28","192.168.123.35","TCP","66","666  >  38404 [ACK] Seq=1399 Ack=978 Win=64256 Len=0 TSval=2975911160 TSecr=3981138324"
"144","4.036154","192.168.123.28","192.168.123.35","TLSv1.3","769","Application Data"
"145","4.036257","192.168.123.28","192.168.123.35","TLSv1.3","769","Application Data"
"146","4.036326","192.168.123.35","192.168.123.28","TCP","66","38404  >  666 [ACK] Seq=978 Ack=2102 Win=63488 Len=0 TSval=3981138325 TSecr=2975911160"
"147","4.036364","192.168.123.35","192.168.123.28","TCP","66","38404  >  666 [ACK] Seq=978 Ack=2805 Win=62848 Len=0 TSval=3981138325 TSecr=2975911161"
"151","4.042962","192.168.123.2","192.168.123.28","TCP","74","40814  >  666 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=3903311010 TSecr=0 WS=128"
"152","4.043009","192.168.123.28","192.168.123.2","TCP","74","666  >  40814 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=220763728 TSecr=3903311010 WS=128"
"153","4.043040","192.168.123.2","192.168.123.28","TCP","66","40814  >  666 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3903311010 TSecr=220763728"
"155","4.043238","192.168.123.51","192.168.123.28","TCP","74","34170  >  666 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=683739718 TSecr=0 WS=128"
"156","4.043268","192.168.123.2","192.168.123.28","TLSv1.3","353","Client Hello"
"157","4.043268","192.168.123.28","192.168.123.51","TCP","74","666  >  34170 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=564382673 TSecr=683739718 WS=128"
"158","4.043295","192.168.123.51","192.168.123.28","TCP","66","34170  >  666 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=683739719 TSecr=564382673"
"159","4.043334","192.168.123.28","192.168.123.2","TCP","66","666  >  40814 [ACK] Seq=1 Ack=288 Win=64896 Len=0 TSval=220763729 TSecr=3903311011"
"160","4.043498","192.168.123.51","192.168.123.28","TLSv1.3","353","Client Hello"
"161","4.043555","192.168.123.28","192.168.123.51","TCP","66","666  >  34170 [ACK] Seq=1 Ack=288 Win=64896 Len=0 TSval=564382673 TSecr=683739719"
"162","4.044150","192.168.123.28","192.168.123.2","TLSv1.3","1464","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data, Application Data, Application Data"
"163","4.044181","192.168.123.2","192.168.123.28","TCP","66","40814  >  666 [ACK] Seq=288 Ack=1399 Win=64128 Len=0 TSval=3903311011 TSecr=220763729"
"164","4.044306","192.168.123.28","192.168.123.51","TLSv1.3","1464","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data, Application Data, Application Data"
"165","4.044341","192.168.123.51","192.168.123.28","TCP","66","34170  >  666 [ACK] Seq=288 Ack=1399 Win=64128 Len=0 TSval=683739720 TSecr=564382674"
"166","4.045422","192.168.123.2","192.168.123.28","TLSv1.3","756","Change Cipher Spec, Application Data, Application Data, Application Data"
"167","4.045451","192.168.123.28","192.168.123.2","TCP","66","666  >  40814 [ACK] Seq=1399 Ack=978 Win=64256 Len=0 TSval=220763731 TSecr=3903311013"
"168","4.045791","192.168.123.51","192.168.123.28","TLSv1.3","756","Change Cipher Spec, Application Data, Application Data, Application Data"
"169","4.045833","192.168.123.28","192.168.123.51","TCP","66","666  >  34170 [ACK] Seq=1399 Ack=978 Win=64256 Len=0 TSval=564382675 TSecr=683739721"
"170","4.046047","192.168.123.28","192.168.123.2","TLSv1.3","769","Application Data"
"171","4.046093","192.168.123.2","192.168.123.28","TCP","66","40814  >  666 [ACK] Seq=978 Ack=2102 Win=64128 Len=0 TSval=3903311013 TSecr=220763731"
"172","4.046287","192.168.123.28","192.168.123.2","TLSv1.3","769","Application Data"
"173","4.046339","192.168.123.2","192.168.123.28","TCP","66","40814  >  666 [ACK] Seq=978 Ack=2805 Win=64128 Len=0 TSval=3903311014 TSecr=220763732"
"174","4.046527","192.168.123.28","192.168.123.51","TLSv1.3","769","Application Data"
"175","4.046568","192.168.123.51","192.168.123.28","TCP","66","34170  >  666 [ACK] Seq=978 Ack=2102 Win=64128 Len=0 TSval=683739722 TSecr=564382676"
"176","4.046727","192.168.123.28","192.168.123.51","TLSv1.3","769","Application Data"
"177","4.046747","192.168.123.51","192.168.123.28","TCP","66","34170  >  666 [ACK] Seq=978 Ack=2805 Win=64128 Len=0 TSval=683739722 TSecr=564382676"
"180","4.058036","192.168.123.17","192.168.123.28","TCP","74","40928  >  666 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=780930162 TSecr=0 WS=128"
"181","4.058080","192.168.123.28","192.168.123.17","TCP","74","666  >  40928 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=1713082293 TSecr=780930162 WS=128"
"182","4.058110","192.168.123.17","192.168.123.28","TCP","66","40928  >  666 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=780930162 TSecr=1713082293"
"183","4.058366","192.168.123.17","192.168.123.28","TLSv1.3","353","Client Hello"
"184","4.058440","192.168.123.28","192.168.123.17","TCP","66","666  >  40928 [ACK] Seq=1 Ack=288 Win=64896 Len=0 TSval=1713082294 TSecr=780930163"
"186","4.059273","192.168.123.28","192.168.123.17","TLSv1.3","1464","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data, Application Data, Application Data"
"187","4.059305","192.168.123.17","192.168.123.28","TCP","66","40928  >  666 [ACK] Seq=288 Ack=1399 Win=64128 Len=0 TSval=780930164 TSecr=1713082295"
"189","4.059555","192.168.123.48","192.168.123.28","TCP","74","48950  >  666 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2935691002 TSecr=0 WS=128"
"190","4.059585","192.168.123.28","192.168.123.48","TCP","74","666  >  48950 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=1675287815 TSecr=2935691002 WS=128"
"191","4.059628","192.168.123.48","192.168.123.28","TCP","66","48950  >  666 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2935691003 TSecr=1675287815"
"192","4.059916","192.168.123.48","192.168.123.28","TLSv1.3","353","Client Hello"
"193","4.059974","192.168.123.28","192.168.123.48","TCP","66","666  >  48950 [ACK] Seq=1 Ack=288 Win=64896 Len=0 TSval=1675287815 TSecr=2935691003"
"194","4.060549","192.168.123.17","192.168.123.28","TLSv1.3","756","Change Cipher Spec, Application Data, Application Data, Application Data"
"195","4.060577","192.168.123.28","192.168.123.17","TCP","66","666  >  40928 [ACK] Seq=1399 Ack=978 Win=64256 Len=0 TSval=1713082296 TSecr=780930165"
"196","4.060771","192.168.123.28","192.168.123.48","TLSv1.3","1464","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data, Application Data, Application Data"
"197","4.060833","192.168.123.48","192.168.123.28","TCP","66","48950  >  666 [ACK] Seq=288 Ack=1399 Win=64128 Len=0 TSval=2935691004 TSecr=1675287816"
"198","4.061127","192.168.123.28","192.168.123.17","TLSv1.3","769","Application Data"
"199","4.061157","192.168.123.17","192.168.123.28","TCP","66","40928  >  666 [ACK] Seq=978 Ack=2102 Win=64128 Len=0 TSval=780930165 TSecr=1713082296"
"200","4.061292","192.168.123.28","192.168.123.17","TLSv1.3","769","Application Data"
"201","4.061311","192.168.123.17","192.168.123.28","TCP","66","40928  >  666 [ACK] Seq=978 Ack=2805 Win=64128 Len=0 TSval=780930166 TSecr=1713082297"
"202","4.063570","192.168.123.48","192.168.123.28","TLSv1.3","756","Change Cipher Spec, Application Data, Application Data, Application Data"
"203","4.063600","192.168.123.28","192.168.123.48","TCP","66","666  >  48950 [ACK] Seq=1399 Ack=978 Win=64256 Len=0 TSval=1675287819 TSecr=2935691007"
"204","4.064194","192.168.123.28","192.168.123.48","TLSv1.3","769","Application Data"
"205","4.064239","192.168.123.48","192.168.123.28","TCP","66","48950  >  666 [ACK] Seq=978 Ack=2102 Win=64128 Len=0 TSval=2935691008 TSecr=1675287819"
"206","4.064374","192.168.123.28","192.168.123.48","TLSv1.3","769","Application Data"
"207","4.064392","192.168.123.48","192.168.123.28","TCP","66","48950  >  666 [ACK] Seq=978 Ack=2805 Win=64128 Len=0 TSval=2935691008 TSecr=1675287820"
"210","4.068886","192.168.123.16","192.168.123.28","TCP","74","34002  >  666 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=101523805 TSecr=0 WS=128"
"211","4.068916","192.168.123.28","192.168.123.16","TCP","74","666  >  34002 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=2510116906 TSecr=101523805 WS=128"
"212","4.068942","192.168.123.16","192.168.123.28","TCP","66","34002  >  666 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=101523805 TSecr=2510116906"
"213","4.069123","192.168.123.16","192.168.123.28","TLSv1.3","353","Client Hello"
"214","4.069196","192.168.123.28","192.168.123.16","TCP","66","666  >  34002 [ACK] Seq=1 Ack=288 Win=64896 Len=0 TSval=2510116906 TSecr=101523805"
"215","4.069941","192.168.123.28","192.168.123.16","TLSv1.3","1464","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data, Application Data, Application Data"
"216","4.070000","192.168.123.16","192.168.123.28","TCP","66","34002  >  666 [ACK] Seq=288 Ack=1399 Win=64128 Len=0 TSval=101523806 TSecr=2510116907"
"219","4.071462","192.168.123.12","192.168.123.28","TCP","74","55916  >  666 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=1238083738 TSecr=0 WS=128"
"220","4.071491","192.168.123.28","192.168.123.12","TCP","74","666  >  55916 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=2382910971 TSecr=1238083738 WS=128"
"221","4.071518","192.168.123.12","192.168.123.28","TCP","66","55916  >  666 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1238083739 TSecr=2382910971"
"222","4.071705","192.168.123.12","192.168.123.28","TLSv1.3","353","Client Hello"
"223","4.071760","192.168.123.28","192.168.123.12","TCP","66","666  >  55916 [ACK] Seq=1 Ack=288 Win=64896 Len=0 TSval=2382910971 TSecr=1238083739"
"224","4.072543","192.168.123.28","192.168.123.12","TLSv1.3","1464","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data, Application Data, Application Data"
"225","4.072575","192.168.123.12","192.168.123.28","TCP","66","55916  >  666 [ACK] Seq=288 Ack=1399 Win=64128 Len=0 TSval=1238083740 TSecr=2382910972"
"226","4.072616","192.168.123.16","192.168.123.28","TLSv1.3","756","Change Cipher Spec, Application Data, Application Data, Application Data"
